"level","start_date","end_date","lower_age_limit","geography","geography_code","proportion_pos","proportion_pos_high_95","proportion_pos_low_95","population"
"age_school","2021-01-11","2021-01-11",50,"England","E92000001",0.0157,0.0174,0.0142,13618246
"age_school","2021-01-11","2021-01-11",70,"England","E92000001",0.00917672282350985,0.0106,0.00785600455895956,7679719
"age_school","2021-01-12","2021-01-12",2,"England","E92000001",0.0175971467678299,0.0206484957676244,0.0147,6254603
"age_school","2021-01-12","2021-01-12",11,"England","E92000001",0.0208584875264742,0.0246975268532977,0.0175,3370248
"age_school","2021-01-12","2021-01-12",16,"England","E92000001",0.0244012480801664,0.0284532256109998,0.0207536603862125,5950637
"age_school","2021-01-12","2021-01-12",25,"England","E92000001",0.0212,0.0242,0.0184782470695448,7596145
"age_school","2021-01-12","2021-01-12",35,"England","E92000001",0.0198447490704366,0.022092590713382,0.0177427705131707,10853151
"age_school","2021-01-12","2021-01-12",50,"England","E92000001",0.0157,0.0175,0.0142,13618246
"age_school","2021-01-12","2021-01-12",70,"England","E92000001",0.00890560626582633,0.0104,0.00763430547153183,7679719
"age_school","2021-01-13","2021-01-13",2,"England","E92000001",0.0181119605678767,0.0215129693141624,0.0152503145691468,6254603
"age_school","2021-01-13","2021-01-13",11,"England","E92000001",0.0204208821724076,0.024169079204472,0.0167,3370248
"age_school","2021-01-13","2021-01-13",16,"England","E92000001",0.0241764779239276,0.0282184591777939,0.0205545563264563,5950637
"age_school","2021-01-13","2021-01-13",25,"England","E92000001",0.021040917717012,0.0242349655397554,0.0183587844307929,7596145
"age_school","2021-01-13","2021-01-13",35,"England","E92000001",0.0202410380544817,0.0225567237600339,0.0180897181810631,10853151
"age_school","2021-01-13","2021-01-13",50,"England","E92000001",0.0156479508867155,0.0173783753826443,0.0140515863366391,13618246
"age_school","2021-01-13","2021-01-13",70,"England","E92000001",0.00872817958373475,0.0101875473925414,0.00742861582429843,7679719
"age_school","2021-01-14","2021-01-14",2,"England","E92000001",0.0187488522716224,0.0223565688512132,0.0157,6254603
"age_school","2021-01-14","2021-01-14",11,"England","E92000001",0.0198807070908932,0.0236432609222292,0.016250493294033,3370248
"age_school","2021-01-14","2021-01-14",16,"England","E92000001",0.0239450158695692,0.0278615010055014,0.0203608790353999,5950637
"age_school","2021-01-14","2021-01-14",25,"England","E92000001",0.0208446070519378,0.023938083856972,0.0181960669912229,7596145
"age_school","2021-01-14","2021-01-14",35,"England","E92000001",0.0205904754267786,0.0229448776809345,0.0183794805604435,10853151
"age_school","2021-01-14","2021-01-14",50,"England","E92000001",0.0154605513431001,0.0171703309900864,0.0138936311848966,13618246
"age_school","2021-01-14","2021-01-14",70,"England","E92000001",0.00859566938434241,0.0100429003302124,0.00729504802454481,7679719
"age_school","2021-01-15","2021-01-15",2,"England","E92000001",0.0192020997240797,0.0226811981914343,0.0161,6254603
"age_school","2021-01-15","2021-01-15",11,"England","E92000001",0.0193339594430898,0.0229361075912677,0.0159034380680321,3370248
"age_school","2021-01-15","2021-01-15",16,"England","E92000001",0.0236189941771496,0.0274623810835842,0.0201561024218232,5950637
"age_school","2021-01-15","2021-01-15",25,"England","E92000001",0.0206744714578606,0.0236345921595922,0.0180148972068064,7596145
"age_school","2021-01-15","2021-01-15",35,"England","E92000001",0.0207067795183151,0.0231787382219613,0.0185369158654403,10853151
"age_school","2021-01-15","2021-01-15",50,"England","E92000001",0.0153063128377231,0.0169868514915262,0.0137461890816331,13618246
"age_school","2021-01-15","2021-01-15",70,"England","E92000001",0.0085,0.00994656400817267,0.00722399657770826,7679719
"age_school","2021-01-16","2021-01-16",2,"England","E92000001",0.0195,0.023,0.0164,6254603
"age_school","2021-01-16","2021-01-16",11,"England","E92000001",0.0187965392733036,0.0222661638587281,0.0155756229201852,3370248
"age_school","2021-01-16","2021-01-16",16,"England","E92000001",0.0231302758268855,0.027001014660445,0.0196811389718899,5950637
"age_school","2021-01-16","2021-01-16",25,"England","E92000001",0.0203561034343115,0.0232093942876434,0.0177350249053451,7596145
"age_school","2021-01-16","2021-01-16",35,"England","E92000001",0.0206977991470065,0.0232183172517905,0.0185560755806015,10853151
"age_school","2021-01-16","2021-01-16",50,"England","E92000001",0.0151872009171066,0.0168880926631286,0.0135681391185748,13618246
"age_school","2021-01-16","2021-01-16",70,"England","E92000001",0.00841729715493006,0.00987168997644178,0.00719024219924634,7679719
"age_school","2021-01-17","2021-01-17",2,"England","E92000001",0.0195005137941295,0.022862538038831,0.0165332077406972,6254603
"age_school","2021-01-17","2021-01-17",11,"England","E92000001",0.0182977413584718,0.0216948083048614,0.0153307766693649,3370248
"age_school","2021-01-17","2021-01-17",16,"England","E92000001",0.0225027211766592,0.026233507478495,0.0192025292098757,5950637
"age_school","2021-01-17","2021-01-17",25,"England","E92000001",0.0198108841497594,0.0226387842607692,0.0173252797481094,7596145
"age_school","2021-01-17","2021-01-17",35,"England","E92000001",0.0206871865184022,0.0230204612078823,0.0185233887136828,10853151
"age_school","2021-01-17","2021-01-17",50,"England","E92000001",0.0149551952165765,0.0165937785657367,0.0134509586757925,13618246
"age_school","2021-01-17","2021-01-17",70,"England","E92000001",0.00840315898045526,0.0097822760715564,0.00720018010595117,7679719
"age_school","2021-01-18","2021-01-18",2,"England","E92000001",0.0193897900374321,0.0226714873120152,0.016484934580545,6254603
"age_school","2021-01-18","2021-01-18",11,"England","E92000001",0.0178002122155454,0.021092589181586,0.0149126872809241,3370248
"age_school","2021-01-18","2021-01-18",16,"England","E92000001",0.0217682095938298,0.0254364185938011,0.0186218924200636,5950637
"age_school","2021-01-18","2021-01-18",25,"England","E92000001",0.0192721285488834,0.0220461275547448,0.0168198467869984,7596145
"age_school","2021-01-18","2021-01-18",35,"England","E92000001",0.0204631243533876,0.0227309736112202,0.0183246031095712,10853151
"age_school","2021-01-18","2021-01-18",50,"England","E92000001",0.0147744197379445,0.0163678433673852,0.0132939136174646,13618246
"age_school","2021-01-18","2021-01-18",70,"England","E92000001",0.00842337245396183,0.00979495107308356,0.00722701712301177,7679719
"age_school","2021-01-19","2021-01-19",2,"England","E92000001",0.0190751457267668,0.0223469852573322,0.0161986857380821,6254603
"age_school","2021-01-19","2021-01-19",11,"England","E92000001",0.0171817509638705,0.0205866056081218,0.0143094281212271,3370248
"age_school","2021-01-19","2021-01-19",16,"England","E92000001",0.0210311855307548,0.024628422712838,0.0178347130398976,5950637
"age_school","2021-01-19","2021-01-19",25,"England","E92000001",0.0186389304806942,0.0213539723585611,0.0162287959711942,7596145
"age_school","2021-01-19","2021-01-19",35,"England","E92000001",0.0201151150038654,0.0223601243897673,0.0180109827093526,10853151
"age_school","2021-01-19","2021-01-19",50,"England","E92000001",0.0145715211292366,0.0161541336648236,0.0131226304185037,13618246
"age_school","2021-01-19","2021-01-19",70,"England","E92000001",0.00847988543895548,0.00984880608849393,0.00727446463826559,7679719
"age_school","2021-01-20","2021-01-20",2,"England","E92000001",0.0185288571776058,0.0218314389288423,0.0156945420768835,6254603
"age_school","2021-01-20","2021-01-20",11,"England","E92000001",0.0167645534759247,0.0201392411940889,0.0139527260985394,3370248
"age_school","2021-01-20","2021-01-20",16,"England","E92000001",0.0204822740672187,0.0239902569920428,0.0173852817505644,5950637
"age_school","2021-01-20","2021-01-20",25,"England","E92000001",0.0179340245565458,0.0206054354666308,0.0155043701108066,7596145
"age_school","2021-01-20","2021-01-20",35,"England","E92000001",0.0195707144998037,0.0218388575096597,0.0174617749128579,10853151
"age_school","2021-01-20","2021-01-20",50,"England","E92000001",0.0143702920829308,0.0159526097779219,0.0129312394262586,13618246
"age_school","2021-01-20","2021-01-20",70,"England","E92000001",0.00853391640364541,0.00995082555106234,0.00724587291006279,7679719
"age_school","2021-01-21","2021-01-21",2,"England","E92000001",0.0179646671081283,0.0211733697388535,0.0150461969913976,6254603
"age_school","2021-01-21","2021-01-21",11,"England","E92000001",0.0163378893432277,0.0196605591508142,0.0135357240161934,3370248
"age_school","2021-01-21","2021-01-21",16,"England","E92000001",0.0199491985262675,0.0233549844251958,0.0169847706979947,5950637
"age_school","2021-01-21","2021-01-21",25,"England","E92000001",0.017229405871681,0.0198281444893678,0.0148460325527724,7596145
"age_school","2021-01-21","2021-01-21",35,"England","E92000001",0.0188917835416477,0.0212121873916604,0.0169114917026423,10853151
"age_school","2021-01-21","2021-01-21",50,"England","E92000001",0.0141943735912978,0.0157755328525155,0.0127168616539198,13618246
"age_school","2021-01-21","2021-01-21",70,"England","E92000001",0.00856246392394116,0.0100773455270399,0.00733731882459586,7679719
"age_school","2021-01-22","2021-01-22",2,"England","E92000001",0.0172948222852801,0.0204273878090536,0.0144145563003427,6254603
"age_school","2021-01-22","2021-01-22",11,"England","E92000001",0.0158199650413951,0.0191048662411465,0.0131325826169902,3370248
"age_school","2021-01-22","2021-01-22",16,"England","E92000001",0.0192865618534913,0.0226379211903797,0.0163509762486946,5950637
"age_school","2021-01-22","2021-01-22",25,"England","E92000001",0.0164192669528694,0.0190316111150915,0.0142012711955922,7596145
"age_school","2021-01-22","2021-01-22",35,"England","E92000001",0.0183297044709743,0.02063116250866,0.0164269645990009,10853151
"age_school","2021-01-22","2021-01-22",50,"England","E92000001",0.0140217267790745,0.015597276994969,0.0125255337062961,13618246
"age_school","2021-01-22","2021-01-22",70,"England","E92000001",0.00867750111027854,0.0101903927417986,0.00745065784332196,7679719
"age_school","2021-01-23","2021-01-23",2,"England","E92000001",0.0165389815051358,0.0195790432070594,0.0137125266536702,6254603
"age_school","2021-01-23","2021-01-23",11,"England","E92000001",0.0153045397100922,0.0185655122544041,0.0126800288810594,3370248
"age_school","2021-01-23","2021-01-23",16,"England","E92000001",0.0187028811007779,0.022002649576169,0.0157423111932335,5950637
"age_school","2021-01-23","2021-01-23",25,"England","E92000001",0.0156709070816115,0.0182067504209312,0.0135383392847002,7596145
"age_school","2021-01-23","2021-01-23",35,"England","E92000001",0.0177100982534257,0.0199231900176742,0.0158871441955172,10853151
"age_school","2021-01-23","2021-01-23",50,"England","E92000001",0.0136994592496557,0.015333078459733,0.0123066913400401,13618246
"age_school","2021-01-23","2021-01-23",70,"England","E92000001",0.00877926782590456,0.0102377226203232,0.00752139670059958,7679719
"age_school","2021-01-24","2021-01-24",2,"England","E92000001",0.0155797637645484,0.0184873336916032,0.0130581136578423,6254603
"age_school","2021-01-24","2021-01-24",11,"England","E92000001",0.0148954164984749,0.0181360790322373,0.0121873780724965,3370248
"age_school","2021-01-24","2021-01-24",16,"England","E92000001",0.0180279676503532,0.021192073228397,0.0152886451514204,5950637
"age_school","2021-01-24","2021-01-24",25,"England","E92000001",0.0150148198235161,0.0173542684838406,0.012978269651937,7596145
"age_school","2021-01-24","2021-01-24",35,"England","E92000001",0.0171065069629218,0.0191439282798423,0.0153064704733327,10853151
"age_school","2021-01-24","2021-01-24",50,"England","E92000001",0.0135372707562173,0.0150452434118785,0.0121485690862821,13618246
"age_school","2021-01-24","2021-01-24",70,"England","E92000001",0.00887283472114265,0.0102746230874388,0.00764139009798773,7679719
"age_school","2021-01-25","2021-01-25",2,"England","E92000001",0.0145724010233299,0.0173542770621234,0.0122010024000491,6254603
"age_school","2021-01-25","2021-01-25",11,"England","E92000001",0.0143607737158831,0.0174973654749203,0.0117233557620283,3370248
"age_school","2021-01-25","2021-01-25",16,"England","E92000001",0.0172861750578815,0.0204546822828457,0.0145854884392174,5950637
"age_school","2021-01-25","2021-01-25",25,"England","E92000001",0.0142848894001551,0.0165447859320717,0.0123410479634424,7596145
"age_school","2021-01-25","2021-01-25",35,"England","E92000001",0.0164045827326193,0.018377562978741,0.0146527072080036,10853151
"age_school","2021-01-25","2021-01-25",50,"England","E92000001",0.0132767749776782,0.0147880927286193,0.0119182134829268,13618246
"age_school","2021-01-25","2021-01-25",70,"England","E92000001",0.00893748300756128,0.0103763556661747,0.00769241732797243,7679719
"age_school","2021-01-26","2021-01-26",2,"England","E92000001",0.0137872338354025,0.016452184718476,0.0114734137962235,6254603
"age_school","2021-01-26","2021-01-26",11,"England","E92000001",0.013842486194402,0.016881614886366,0.011264203661855,3370248
"age_school","2021-01-26","2021-01-26",16,"England","E92000001",0.016562641526967,0.0197186304160926,0.013867664211722,5950637
"age_school","2021-01-26","2021-01-26",25,"England","E92000001",0.0136012895400531,0.015873502004213,0.0116705292983404,7596145
"age_school","2021-01-26","2021-01-26",35,"England","E92000001",0.0157553397462153,0.0176806444095003,0.0140004495550363,10853151
"age_school","2021-01-26","2021-01-26",50,"England","E92000001",0.0130553388649301,0.0145600799843514,0.0116811367378122,13618246
"age_school","2021-01-26","2021-01-26",70,"England","E92000001",0.00897382060688147,0.0104342904876043,0.00766602110398933,7679719
"age_school","2021-01-27","2021-01-27",2,"England","E92000001",0.0131724632871377,0.0157395824284986,0.0109145932096658,6254603
"age_school","2021-01-27","2021-01-27",11,"England","E92000001",0.013323497588997,0.016382424453966,0.0107489898888201,3370248
"age_school","2021-01-27","2021-01-27",16,"England","E92000001",0.0158213621541332,0.0189482094238816,0.013149475058961,5950637
"age_school","2021-01-27","2021-01-27",25,"England","E92000001",0.0130221629819008,0.01530495670551,0.0110823749747357,7596145
"age_school","2021-01-27","2021-01-27",35,"England","E92000001",0.01519433343866,0.017083418515221,0.013490561196202,10853151
"age_school","2021-01-27","2021-01-27",50,"England","E92000001",0.0128628155433872,0.0143992855729204,0.0114848308300839,13618246
"age_school","2021-01-27","2021-01-27",70,"England","E92000001",0.00896917617862569,0.0104393550446172,0.00767058258817672,7679719
"age_school","2021-01-28","2021-01-28",2,"England","E92000001",0.0126514478249093,0.0151249171374697,0.0104747806089836,6254603
"age_school","2021-01-28","2021-01-28",11,"England","E92000001",0.0128169253227012,0.0157898020159421,0.0102098724351318,3370248
"age_school","2021-01-28","2021-01-28",16,"England","E92000001",0.015103367278683,0.0183469592603143,0.0125679392611504,5950637
"age_school","2021-01-28","2021-01-28",25,"England","E92000001",0.0125004273662017,0.0146968478947631,0.0104981947818713,7596145
"age_school","2021-01-28","2021-01-28",35,"England","E92000001",0.0147100298702832,0.0166127948371301,0.0130418992669378,10853151
"age_school","2021-01-28","2021-01-28",50,"England","E92000001",0.0126798971511603,0.0141431313780595,0.011266562518831,13618246
"age_school","2021-01-28","2021-01-28",70,"England","E92000001",0.00891826678009106,0.0104981155379404,0.00763030995741346,7679719
"age_school","2021-01-29","2021-01-29",2,"England","E92000001",0.0122182527628198,0.0146196714029389,0.0101040781876415,6254603
"age_school","2021-01-29","2021-01-29",11,"England","E92000001",0.0123185648482689,0.01509725944131,0.00974986445572255,3370248
"age_school","2021-01-29","2021-01-29",16,"England","E92000001",0.0145085343699102,0.0178213571159213,0.0120517594029137,5950637
"age_school","2021-01-29","2021-01-29",25,"England","E92000001",0.0120144114165701,0.0141906877202746,0.0100163709656029,7596145
"age_school","2021-01-29","2021-01-29",35,"England","E92000001",0.0142810211146086,0.0162700907657515,0.0126857349747795,10853151
"age_school","2021-01-29","2021-01-29",50,"England","E92000001",0.0124188168526665,0.0138481586261516,0.0109994152600139,13618246
"age_school","2021-01-29","2021-01-29",70,"England","E92000001",0.00886589520453317,0.0103619818192128,0.00749697764285607,7679719
"age_school","2021-01-30","2021-01-30",2,"England","E92000001",0.0118540064203839,0.014181421376487,0.00982975316883991,6254603
"age_school","2021-01-30","2021-01-30",11,"England","E92000001",0.0117537317687336,0.0143849757173553,0.009277896037036,3370248
"age_school","2021-01-30","2021-01-30",16,"England","E92000001",0.0139309211243313,0.0174237580174568,0.011573616794016,5950637
"age_school","2021-01-30","2021-01-30",25,"England","E92000001",0.011570920219812,0.0137842568350119,0.00968614048676011,7596145
"age_school","2021-01-30","2021-01-30",35,"England","E92000001",0.0139066026449143,0.0159637558245327,0.0123592697468601,10853151
"age_school","2021-01-30","2021-01-30",50,"England","E92000001",0.0120800694033837,0.0135079111572123,0.0106859740013899,13618246
"age_school","2021-01-30","2021-01-30",70,"England","E92000001",0.00873955074504875,0.0101729062397002,0.00732274806568844,7679719
"age_school","2021-01-31","2021-01-31",2,"England","E92000001",0.0118936992568625,0.0143340021199877,0.0098381965408145,6254603
"age_school","2021-01-31","2021-01-31",11,"England","E92000001",0.0110930436976552,0.0136592512101001,0.00893165635388514,3370248
"age_school","2021-01-31","2021-01-31",16,"England","E92000001",0.0140165071819079,0.0168063416210961,0.0116080990926915,5950637
"age_school","2021-01-31","2021-01-31",25,"England","E92000001",0.0114410560285949,0.0134453781182235,0.00972844995779808,7596145
"age_school","2021-01-31","2021-01-31",35,"England","E92000001",0.0139884297547015,0.0157916564339603,0.0123907925659812,10853151
"age_school","2021-01-31","2021-01-31",50,"England","E92000001",0.0117161973863892,0.0131191698864016,0.0104220122524568,13618246
"age_school","2021-01-31","2021-01-31",70,"England","E92000001",0.00845905448392844,0.00987895775299808,0.00717497542752027,7679719
"age_school","2021-02-01","2021-02-01",2,"England","E92000001",0.0115470521953444,0.0139747384791746,0.00950014043056937,6254603
"age_school","2021-02-01","2021-02-01",11,"England","E92000001",0.0104314384471247,0.0129144525570627,0.0083664386149895,3370248
"age_school","2021-02-01","2021-02-01",16,"England","E92000001",0.0134031298547376,0.0161490171448715,0.0110319366335618,5950637
"age_school","2021-02-01","2021-02-01",25,"England","E92000001",0.0111477590178377,0.0131305828276117,0.00943329843507928,7596145
"age_school","2021-02-01","2021-02-01",35,"England","E92000001",0.0136283688063541,0.0154045501988087,0.0120628542544953,10853151
"age_school","2021-02-01","2021-02-01",50,"England","E92000001",0.0112826384032297,0.0126503222590694,0.0100299745786171,13618246
"age_school","2021-02-01","2021-02-01",70,"England","E92000001",0.00813613590708033,0.00952122322682813,0.0068949011355629,7679719
"age_school","2021-02-02","2021-02-02",2,"England","E92000001",0.0111932936877677,0.0135659952737084,0.00916736236922225,6254603
"age_school","2021-02-02","2021-02-02",11,"England","E92000001",0.0098154275115456,0.012217969749021,0.0078161239152416,3370248
"age_school","2021-02-02","2021-02-02",16,"England","E92000001",0.012770545136427,0.0154479784819771,0.0104592804578822,5950637
"age_school","2021-02-02","2021-02-02",25,"England","E92000001",0.0108807548201432,0.0128439917013417,0.00917648416796337,7596145
"age_school","2021-02-02","2021-02-02",35,"England","E92000001",0.0132749631636398,0.0150253134239099,0.0117255051340398,10853151
"age_school","2021-02-02","2021-02-02",50,"England","E92000001",0.0107949969457668,0.0121002172676491,0.00959026457651986,13618246
"age_school","2021-02-02","2021-02-02",70,"England","E92000001",0.00778214753448934,0.00912775050830092,0.0065833314281224,7679719
"age_school","2021-02-03","2021-02-03",2,"England","E92000001",0.010840377930035,0.0133150985627201,0.00883945901544922,6254603
"age_school","2021-02-03","2021-02-03",11,"England","E92000001",0.00921536351995282,0.0117054701762655,0.00717478013061935,3370248
"age_school","2021-02-03","2021-02-03",16,"England","E92000001",0.0120542751799862,0.0146048886178348,0.00984458130609057,5950637
"age_school","2021-02-03","2021-02-03",25,"England","E92000001",0.0106342298927391,0.0125668192259357,0.00895784969508904,7596145
"age_school","2021-02-03","2021-02-03",35,"England","E92000001",0.0129061272215239,0.0146165144710649,0.0113764628577697,10853151
"age_school","2021-02-03","2021-02-03",50,"England","E92000001",0.0103653018694202,0.0116643338709126,0.00918679888816892,13618246
"age_school","2021-02-03","2021-02-03",70,"England","E92000001",0.00742393193591833,0.00882876217925312,0.00623184475851796,7679719
"age_school","2021-02-04","2021-02-04",2,"England","E92000001",0.010599765377351,0.0135971055525363,0.00849183961142139,6254603
"age_school","2021-02-04","2021-02-04",11,"England","E92000001",0.00869386612106707,0.0110957133257013,0.0065526896806995,3370248
"age_school","2021-02-04","2021-02-04",16,"England","E92000001",0.0113138496019115,0.0139997859031278,0.00918189406614222,5950637
"age_school","2021-02-04","2021-02-04",25,"England","E92000001",0.0103875858664827,0.0122782117971261,0.00874715805748376,7596145
"age_school","2021-02-04","2021-02-04",35,"England","E92000001",0.01251311505218,0.0142697230730936,0.0110335252759131,10853151
"age_school","2021-02-04","2021-02-04",50,"England","E92000001",0.0100496217303658,0.0114033306235351,0.00880790514168392,13618246
"age_school","2021-02-04","2021-02-04",70,"England","E92000001",0.00707535110499634,0.00854666384357451,0.00587451370752896,7679719
"age_school","2021-02-05","2021-02-05",2,"England","E92000001",0.0105498690337483,0.0133792004540791,0.00811514680973578,6254603
"age_school","2021-02-05","2021-02-05",11,"England","E92000001",0.00812306385569574,0.0102907638563393,0.00596280956937692,3370248
"age_school","2021-02-05","2021-02-05",16,"England","E92000001",0.0106229310088293,0.01374952614492,0.00857463274893664,5950637
"age_school","2021-02-05","2021-02-05",25,"England","E92000001",0.0101351828724952,0.0125213057030435,0.00852808364411922,7596145
"age_school","2021-02-05","2021-02-05",35,"England","E92000001",0.0121100541189813,0.0142570968706938,0.01066606754027,10853151
"age_school","2021-02-05","2021-02-05",50,"England","E92000001",0.00962169991961537,0.0110749610133937,0.00836367943208597,13618246
"age_school","2021-02-05","2021-02-05",70,"England","E92000001",0.0067325178450558,0.00828729751885535,0.00549818541556586,7679719
"age_school","2021-02-06","2021-02-06",2,"England","E92000001",0.0103209939569257,0.012819114645173,0.00770559492582449,6254603
"age_school","2021-02-06","2021-02-06",11,"England","E92000001",0.00752982228231094,0.00961216685419629,0.00546289170707978,3370248
"age_school","2021-02-06","2021-02-06",16,"England","E92000001",0.0100870373425303,0.0132061096450557,0.00803257738908147,5950637
"age_school","2021-02-06","2021-02-06",25,"England","E92000001",0.00986906637367375,0.0125873468246993,0.00828900441990324,7596145
"age_school","2021-02-06","2021-02-06",35,"England","E92000001",0.011872518583892,0.0142519655327278,0.0102757112336513,10853151
"age_school","2021-02-06","2021-02-06",50,"England","E92000001",0.00927820225011048,0.0105431841027673,0.00792089486531519,13618246
"age_school","2021-02-06","2021-02-06",70,"England","E92000001",0.0063973285503574,0.00781279028358023,0.00510774384374521,7679719
"age_school","2021-02-07","2021-02-07",2,"England","E92000001",0.00961958159554962,0.0119528655687179,0.0076821077097084,6254603
"age_school","2021-02-07","2021-02-07",11,"England","E92000001",0.00670827678053333,0.00865632080713729,0.00512593341625221,3370248
"age_school","2021-02-07","2021-02-07",16,"England","E92000001",0.00991485640392521,0.0120990681922489,0.00804816492966097,5950637
"age_school","2021-02-07","2021-02-07",25,"England","E92000001",0.0101226022173082,0.0120715452196709,0.0084459611579583,7596145
"age_school","2021-02-07","2021-02-07",35,"England","E92000001",0.0118332548111353,0.0134958517786016,0.0103490316054116,10853151
"age_school","2021-02-07","2021-02-07",50,"England","E92000001",0.00855085798680562,0.0096952150348932,0.00749586724753071,13618246
"age_school","2021-02-07","2021-02-07",70,"England","E92000001",0.0059536642898697,0.00712920919452876,0.00496149937877935,7679719
"age_school","2021-02-08","2021-02-08",2,"England","E92000001",0.00904171992216023,0.0112836421536812,0.00721586654875689,6254603
"age_school","2021-02-08","2021-02-08",11,"England","E92000001",0.00634094530313686,0.00820194101638281,0.00482293601085839,3370248
"age_school","2021-02-08","2021-02-08",16,"England","E92000001",0.00930131065640436,0.011500909909605,0.00744996510712526,5950637
"age_school","2021-02-08","2021-02-08",25,"England","E92000001",0.00995593339418425,0.0118664730178113,0.00830486476795364,7596145
"age_school","2021-02-08","2021-02-08",35,"England","E92000001",0.0113451806888653,0.0128977292228827,0.00992040044005777,10853151
"age_school","2021-02-08","2021-02-08",50,"England","E92000001",0.00814087455585975,0.0092366811353515,0.0071312770975149,13618246
"age_school","2021-02-08","2021-02-08",70,"England","E92000001",0.00561036902365563,0.00671802615739677,0.00466182906059614,7679719
"age_school","2021-02-09","2021-02-09",2,"England","E92000001",0.00844409290850039,0.010560055622627,0.00673104585894978,6254603
"age_school","2021-02-09","2021-02-09",11,"England","E92000001",0.00603311598119051,0.00784066934107121,0.00458311128356351,3370248
"age_school","2021-02-09","2021-02-09",16,"England","E92000001",0.00887604460931415,0.0109879830168887,0.00711256206121757,5950637
"age_school","2021-02-09","2021-02-09",25,"England","E92000001",0.00978208470227148,0.0116506394172894,0.00815705489022876,7596145
"age_school","2021-02-09","2021-02-09",35,"England","E92000001",0.0108230313378651,0.0122896610975179,0.00947504654667498,10853151
"age_school","2021-02-09","2021-02-09",50,"England","E92000001",0.00774424526457933,0.00877164466103369,0.00677989218605523,13618246
"age_school","2021-02-09","2021-02-09",70,"England","E92000001",0.00527964319136457,0.00631957618812388,0.00439044194698969,7679719
"age_school","2021-02-10","2021-02-10",2,"England","E92000001",0.00784615114993646,0.00980295802601683,0.00621338934873911,6254603
"age_school","2021-02-10","2021-02-10",11,"England","E92000001",0.00579140396041562,0.0075380092409053,0.00438025496454637,3370248
"age_school","2021-02-10","2021-02-10",16,"England","E92000001",0.00850182213241624,0.0105677835602989,0.00680081894486863,5950637
"age_school","2021-02-10","2021-02-10",25,"England","E92000001",0.00959033653976664,0.0113903738345855,0.0079736477779386,7596145
"age_school","2021-02-10","2021-02-10",35,"England","E92000001",0.0102718275991162,0.0116901397405912,0.00898039452759256,10853151
"age_school","2021-02-10","2021-02-10",50,"England","E92000001",0.00735337857081095,0.00836225010293187,0.00643002389271294,13618246
"age_school","2021-02-10","2021-02-10",70,"England","E92000001",0.00497481854673353,0.00596369999502426,0.00413383261880232,7679719
"age_school","2021-02-11","2021-02-11",2,"England","E92000001",0.00728416988279194,0.00921506463753603,0.00569422437823406,6254603
"age_school","2021-02-11","2021-02-11",11,"England","E92000001",0.0055984903771426,0.00733509867402131,0.00422677854576871,3370248
"age_school","2021-02-11","2021-02-11",16,"England","E92000001",0.00815068589065291,0.0101889277646081,0.00649267631712259,5950637
"age_school","2021-02-11","2021-02-11",25,"England","E92000001",0.00936895606293739,0.0111573872045547,0.00776312816800306,7596145
"age_school","2021-02-11","2021-02-11",35,"England","E92000001",0.00972074084916046,0.0111043867230155,0.00846023406942173,10853151
"age_school","2021-02-11","2021-02-11",50,"England","E92000001",0.00697920977038584,0.00796733133892658,0.00609794082395896,13618246
"age_school","2021-02-11","2021-02-11",70,"England","E92000001",0.00468821315342314,0.00564429294343092,0.0038736829930868,7679719
"age_school","2021-02-12","2021-02-12",2,"England","E92000001",0.00680987751349328,0.00863697223145339,0.00533394538513658,6254603
"age_school","2021-02-12","2021-02-12",11,"England","E92000001",0.00544948050466938,0.00719547223090905,0.00409526434187768,3370248
"age_school","2021-02-12","2021-02-12",16,"England","E92000001",0.00783229570908635,0.00995658227608268,0.00618944412146483,5950637
"age_school","2021-02-12","2021-02-12",25,"England","E92000001",0.00910671272303166,0.0108683312168837,0.00749351456259916,7596145
"age_school","2021-02-12","2021-02-12",35,"England","E92000001",0.00917105266150911,0.0105462885790635,0.00794554845521689,10853151
"age_school","2021-02-12","2021-02-12",50,"England","E92000001",0.00661571872635486,0.00757411546494876,0.00576401639606904,13618246
"age_school","2021-02-12","2021-02-12",70,"England","E92000001",0.00442445352566013,0.00535728343228359,0.00364153112625729,7679719
"age_school","2021-02-13","2021-02-13",2,"England","E92000001",0.00649547441918143,0.00829145084641922,0.00502940728394815,6254603
"age_school","2021-02-13","2021-02-13",11,"England","E92000001",0.00543025230955527,0.00726306857204431,0.00403147691688726,3370248
"age_school","2021-02-13","2021-02-13",16,"England","E92000001",0.0077034918501145,0.00980670208827353,0.00597802406972234,5950637
"age_school","2021-02-13","2021-02-13",25,"England","E92000001",0.00902960529028232,0.0109234746223696,0.00742335421016924,7596145
"age_school","2021-02-13","2021-02-13",35,"England","E92000001",0.0089015002940941,0.0103124183151908,0.0076820346231338,10853151
"age_school","2021-02-13","2021-02-13",50,"England","E92000001",0.0063861382132332,0.00737320913115385,0.00552167390422952,13618246
"age_school","2021-02-13","2021-02-13",70,"England","E92000001",0.00428341397095934,0.0052542382974008,0.00348376017059085,7679719
"age_school","2021-02-14","2021-02-14",2,"England","E92000001",0.00613216097985105,0.00791351799052991,0.0046731852776496,6254603
