"level","start_date","end_date","lower_age_limit","geography","geography_code","proportion_pos","proportion_pos_high_95","proportion_pos_low_95","population"
"age_school","2021-03-26","2021-03-26",11,"England","E92000001",0.00510985079348977,0.00742784070085972,0.00338077575456894,3370248
"age_school","2021-03-26","2021-03-26",16,"England","E92000001",0.00339552051642292,0.00551514552961687,0.00215204596442929,5950637
"age_school","2021-03-26","2021-03-26",25,"England","E92000001",0.00315054705993117,0.00473710258284026,0.00213529786681399,7596145
"age_school","2021-03-26","2021-03-26",35,"England","E92000001",0.00395647094012335,0.00534970697402644,0.00300059429488303,10853151
"age_school","2021-03-26","2021-03-26",50,"England","E92000001",0.00211889008992397,0.00277514490334266,0.001609597905519,13618246
"age_school","2021-03-26","2021-03-26",70,"England","E92000001",0.00181300048102838,0.00264555116709413,0.00120391453683864,7679719
"age_school","2021-03-27","2021-03-27",2,"England","E92000001",0.00623590702094064,0.00886465017794828,0.00442107917883797,6254603
"age_school","2021-03-27","2021-03-27",11,"England","E92000001",0.00514540375660708,0.00779772661812323,0.00341122459546809,3370248
"age_school","2021-03-27","2021-03-27",16,"England","E92000001",0.0034681918059531,0.00575005971490284,0.00218837038607236,5950637
"age_school","2021-03-27","2021-03-27",25,"England","E92000001",0.00309479517520387,0.00482472347014075,0.00209289763412602,7596145
"age_school","2021-03-27","2021-03-27",35,"England","E92000001",0.00389390456129467,0.00532986655449783,0.00294672948332767,10853151
"age_school","2021-03-27","2021-03-27",50,"England","E92000001",0.00215116454025264,0.00281329763556318,0.00163740695828287,13618246
"age_school","2021-03-27","2021-03-27",70,"England","E92000001",0.00179966740646397,0.00258562815339982,0.0011624064675379,7679719
"age_school","2021-03-28","2021-03-28",2,"England","E92000001",0.00610853603831134,0.0086807959078516,0.00424013107910865,6254603
"age_school","2021-03-28","2021-03-28",11,"England","E92000001",0.00536011203169572,0.00787079737142594,0.00354706847943798,3370248
"age_school","2021-03-28","2021-03-28",16,"England","E92000001",0.00367238093048201,0.00564863403768595,0.00227275939289362,5950637
"age_school","2021-03-28","2021-03-28",25,"England","E92000001",0.00312222655619857,0.00460545920115043,0.00206107080039702,7596145
"age_school","2021-03-28","2021-03-28",35,"England","E92000001",0.00398807942679346,0.00525121991437785,0.00298986852575497,10853151
"age_school","2021-03-28","2021-03-28",50,"England","E92000001",0.00227455160625603,0.00304746199981897,0.00169799273127215,13618246
"age_school","2021-03-28","2021-03-28",70,"England","E92000001",0.00173915308982802,0.00251492566203683,0.00116352242928499,7679719
"age_school","2021-03-29","2021-03-29",2,"England","E92000001",0.0058482346259268,0.0083651974753105,0.00403372418054253,6254603
"age_school","2021-03-29","2021-03-29",11,"England","E92000001",0.00536745802499126,0.00791628793415204,0.00354164746499747,3370248
"age_school","2021-03-29","2021-03-29",16,"England","E92000001",0.00363125828901625,0.00561826595242741,0.00221928040410704,5950637
"age_school","2021-03-29","2021-03-29",25,"England","E92000001",0.00304839641662275,0.00452696225718976,0.00198954791738228,7596145
"age_school","2021-03-29","2021-03-29",35,"England","E92000001",0.00393194171046967,0.00517439141404012,0.00294401099466013,10853151
"age_school","2021-03-29","2021-03-29",50,"England","E92000001",0.002332394505629,0.00311775241588633,0.0017342863026591,13618246
"age_school","2021-03-29","2021-03-29",70,"England","E92000001",0.00167545984371167,0.0024433530939857,0.00111825577739485,7679719
"age_school","2021-03-30","2021-03-30",2,"England","E92000001",0.0055831120537423,0.00802366111992226,0.00382819778294677,6254603
"age_school","2021-03-30","2021-03-30",11,"England","E92000001",0.0053445824767501,0.0079144359320086,0.00353173966398224,3370248
"age_school","2021-03-30","2021-03-30",16,"England","E92000001",0.00359300753043806,0.00556926312820966,0.00220095410458537,5950637
"age_school","2021-03-30","2021-03-30",25,"England","E92000001",0.00295925316578368,0.00442405358205608,0.00191934969968882,7596145
"age_school","2021-03-30","2021-03-30",35,"England","E92000001",0.00387656195606686,0.0051039384150134,0.00288869777759905,10853151
"age_school","2021-03-30","2021-03-30",50,"England","E92000001",0.00236863091989281,0.00315797770160478,0.00175639295272972,13618246
"age_school","2021-03-30","2021-03-30",70,"England","E92000001",0.00160349482206135,0.00235237656461651,0.00106004582876868,7679719
"age_school","2021-03-31","2021-03-31",2,"England","E92000001",0.00532289306859261,0.00766640489294535,0.00361818158335422,6254603
"age_school","2021-03-31","2021-03-31",11,"England","E92000001",0.0053113383009429,0.0079065569187199,0.00348767223745386,3370248
"age_school","2021-03-31","2021-03-31",16,"England","E92000001",0.00349980854748816,0.00550747650302867,0.00214085964517883,5950637
"age_school","2021-03-31","2021-03-31",25,"England","E92000001",0.00285914980120417,0.00428528743366588,0.0018419934576272,7596145
"age_school","2021-03-31","2021-03-31",35,"England","E92000001",0.0038429117215042,0.005070258482199,0.0028338025863733,10853151
"age_school","2021-03-31","2021-03-31",50,"England","E92000001",0.00239678167798942,0.0031748874456419,0.00178613758297986,13618246
"age_school","2021-03-31","2021-03-31",70,"England","E92000001",0.00152695438804761,0.00224842295487545,0.00100207042731219,7679719
"age_school","2021-04-01","2021-04-01",2,"England","E92000001",0.00506101092224275,0.00745616095563423,0.00341315635752201,6254603
"age_school","2021-04-01","2021-04-01",11,"England","E92000001",0.00525666032839913,0.00795092020076101,0.00344203581157294,3370248
"age_school","2021-04-01","2021-04-01",16,"England","E92000001",0.00334007993876924,0.00529242750141122,0.00203155783177496,5950637
"age_school","2021-04-01","2021-04-01",25,"England","E92000001",0.00274620428675177,0.0042111699176094,0.00176101310548172,7596145
"age_school","2021-04-01","2021-04-01",35,"England","E92000001",0.00384237370492444,0.00517957728822935,0.00277703688565549,10853151
"age_school","2021-04-01","2021-04-01",50,"England","E92000001",0.00244716587284054,0.00329275257592923,0.00181266103611312,13618246
"age_school","2021-04-01","2021-04-01",70,"England","E92000001",0.00144993485549347,0.00221417925145145,0.000941320534540186,7679719
"age_school","2021-04-02","2021-04-02",2,"England","E92000001",0.004801997067796,0.00720549287163292,0.00322056364757957,6254603
"age_school","2021-04-02","2021-04-02",11,"England","E92000001",0.00517762878788275,0.0080011529307203,0.00338685062822443,3370248
"age_school","2021-04-02","2021-04-02",16,"England","E92000001",0.00315167197074487,0.00505113152333615,0.00191383936122735,5950637
"age_school","2021-04-02","2021-04-02",25,"England","E92000001",0.00262345368060619,0.00408115382947672,0.00168393971363897,7596145
"age_school","2021-04-02","2021-04-02",35,"England","E92000001",0.00377343304950489,0.00509881462031709,0.00271600658876818,10853151
"age_school","2021-04-02","2021-04-02",50,"England","E92000001",0.00244387546733291,0.00329130993499938,0.0018114955218661,13618246
"age_school","2021-04-02","2021-04-02",70,"England","E92000001",0.00137131790965753,0.00216353856301655,0.000884306000072802,7679719
"age_school","2021-04-03","2021-04-03",2,"England","E92000001",0.00456034279831294,0.00687577225062083,0.00302535579439932,6254603
"age_school","2021-04-03","2021-04-03",11,"England","E92000001",0.00509044185612839,0.00787318764384344,0.003330842110355,3370248
"age_school","2021-04-03","2021-04-03",16,"England","E92000001",0.00296127529885516,0.00479822625756897,0.00177721617261563,5950637
"age_school","2021-04-03","2021-04-03",25,"England","E92000001",0.00252719174667925,0.00394477957984994,0.00159267925316433,7596145
"age_school","2021-04-03","2021-04-03",35,"England","E92000001",0.00368833578836922,0.00499636452739034,0.00264899197373221,10853151
"age_school","2021-04-03","2021-04-03",50,"England","E92000001",0.00240685072783946,0.00325528431860055,0.00178086454155512,13618246
"age_school","2021-04-03","2021-04-03",70,"England","E92000001",0.00130678358321251,0.00205580707787545,0.000821054394252272,7679719
"age_school","2021-04-04","2021-04-04",2,"England","E92000001",0.00433549544689649,0.00648119275193538,0.00283253184439329,6254603
"age_school","2021-04-04","2021-04-04",11,"England","E92000001",0.00512799265621267,0.00773654673929261,0.00334961698879537,3370248
"age_school","2021-04-04","2021-04-04",16,"England","E92000001",0.00276849534940259,0.00448510588690188,0.00159161520590573,5950637
"age_school","2021-04-04","2021-04-04",25,"England","E92000001",0.00242861585489426,0.00375519497804748,0.00152261723329183,7596145
"age_school","2021-04-04","2021-04-04",35,"England","E92000001",0.00356701469188291,0.00486845079899892,0.00258856849750522,10853151
"age_school","2021-04-04","2021-04-04",50,"England","E92000001",0.0023435895553763,0.00317501113599257,0.00172582570932816,13618246
"age_school","2021-04-04","2021-04-04",70,"England","E92000001",0.00123739687902798,0.00193292500237403,0.000768357659535127,7679719
"age_school","2021-04-05","2021-04-05",2,"England","E92000001",0.00410566196073881,0.00619975939575872,0.0026422386259927,6254603
"age_school","2021-04-05","2021-04-05",11,"England","E92000001",0.00501692801731257,0.0075708005819951,0.00327945651434456,3370248
"age_school","2021-04-05","2021-04-05",16,"England","E92000001",0.00259707450981567,0.00427403250225711,0.00148631722034644,5950637
"age_school","2021-04-05","2021-04-05",25,"England","E92000001",0.00231832976313213,0.00361245365795922,0.00144650108750001,7596145
"age_school","2021-04-05","2021-04-05",35,"England","E92000001",0.00343006055983782,0.00470866704261501,0.00248509425222904,10853151
"age_school","2021-04-05","2021-04-05",50,"England","E92000001",0.00225530118455512,0.00304884818208666,0.00164891347068236,13618246
"age_school","2021-04-05","2021-04-05",70,"England","E92000001",0.00115123713666904,0.00180538275400517,0.00070729263242312,7679719
"age_school","2021-04-06","2021-04-06",2,"England","E92000001",0.00385495152493808,0.00585155753565406,0.00247060284846242,6254603
"age_school","2021-04-06","2021-04-06",11,"England","E92000001",0.00489855634465892,0.00736356096747758,0.00319953215172214,3370248
"age_school","2021-04-06","2021-04-06",16,"England","E92000001",0.00244627556427454,0.00408591285899565,0.00139303108599362,5950637
"age_school","2021-04-06","2021-04-06",25,"England","E92000001",0.00221992427761784,0.00346394449905547,0.00137343723659424,7596145
"age_school","2021-04-06","2021-04-06",35,"England","E92000001",0.00328133236498397,0.0044914515760118,0.00237480448591131,10853151
"age_school","2021-04-06","2021-04-06",50,"England","E92000001",0.00213632572714258,0.00289716211001777,0.0015516868835675,13618246
"age_school","2021-04-06","2021-04-06",70,"England","E92000001",0.001067512457231,0.00168321916561277,0.000646069499704066,7679719
"age_school","2021-04-07","2021-04-07",2,"England","E92000001",0.00363399721144967,0.00551287275368868,0.00230272239947589,6254603
"age_school","2021-04-07","2021-04-07",11,"England","E92000001",0.00476911880813505,0.00718836447330284,0.00310412707881725,3370248
"age_school","2021-04-07","2021-04-07",16,"England","E92000001",0.00232410723977777,0.00390165083782503,0.00131826049156995,5950637
"age_school","2021-04-07","2021-04-07",25,"England","E92000001",0.00212760748493338,0.00333182802368895,0.00130126409101336,7596145
"age_school","2021-04-07","2021-04-07",35,"England","E92000001",0.00313726335267043,0.00429328566860608,0.00225643656125086,10853151
"age_school","2021-04-07","2021-04-07",50,"England","E92000001",0.00199690137380999,0.00271065713232184,0.00143551021904893,13618246
"age_school","2021-04-07","2021-04-07",70,"England","E92000001",0.000980526514446247,0.00154665575249695,0.000594008679057208,7679719
"age_school","2021-04-08","2021-04-08",2,"England","E92000001",0.00341296353145204,0.00522343229325108,0.00213990241253616,6254603
"age_school","2021-04-08","2021-04-08",11,"England","E92000001",0.00463062580423694,0.00702472418538844,0.00301748690259773,3370248
"age_school","2021-04-08","2021-04-08",16,"England","E92000001",0.00223192801264192,0.00374917543285586,0.00125530843981708,5950637
"age_school","2021-04-08","2021-04-08",25,"England","E92000001",0.00204658671830191,0.00321320293170626,0.00123871453610154,7596145
"age_school","2021-04-08","2021-04-08",35,"England","E92000001",0.00298633392258101,0.0040787290797839,0.00213659461611441,10853151
"age_school","2021-04-08","2021-04-08",50,"England","E92000001",0.0018694790431265,0.00259052391861995,0.0013369565896094,13618246
"age_school","2021-04-08","2021-04-08",70,"England","E92000001",0.000904671111327145,0.00146878599751072,0.000542698722158215,7679719
"age_school","2021-04-09","2021-04-09",2,"England","E92000001",0.00319968326004152,0.00509145544366988,0.00198688309337729,6254603
"age_school","2021-04-09","2021-04-09",11,"England","E92000001",0.00449064988716344,0.00710800451606649,0.00291888421929573,3370248
"age_school","2021-04-09","2021-04-09",16,"England","E92000001",0.0021687651279692,0.00364725460832623,0.00120841429262463,5950637
"age_school","2021-04-09","2021-04-09",25,"England","E92000001",0.00197036607678018,0.00310097841655492,0.00118547464941426,7596145
"age_school","2021-04-09","2021-04-09",35,"England","E92000001",0.00281971952828464,0.00384782798032457,0.00201700292257569,10853151
"age_school","2021-04-09","2021-04-09",50,"England","E92000001",0.00172946715244371,0.002380379060263,0.00124464494863375,13618246
"age_school","2021-04-09","2021-04-09",70,"England","E92000001",0.000837204576791999,0.00136740493417543,0.000491227120325975,7679719
"age_school","2021-04-10","2021-04-10",2,"England","E92000001",0.0029837721960721,0.0048118393749214,0.0018275184109116,6254603
"age_school","2021-04-10","2021-04-10",11,"England","E92000001",0.00434798209211312,0.00690555839237871,0.00280006588019179,3370248
"age_school","2021-04-10","2021-04-10",16,"England","E92000001",0.00210826710554709,0.00358812270591409,0.00117556694900204,5950637
"age_school","2021-04-10","2021-04-10",25,"England","E92000001",0.00190202499348998,0.00300546533827837,0.00113944569361706,7596145
"age_school","2021-04-10","2021-04-10",35,"England","E92000001",0.00263067912842567,0.0036722828929426,0.00187045871015396,10853151
"age_school","2021-04-10","2021-04-10",50,"England","E92000001",0.00161096598007873,0.00220805060761103,0.00112932411071476,13618246
"age_school","2021-04-10","2021-04-10",70,"England","E92000001",0.000778469063555838,0.00128482566201369,0.000441902801935349,7679719
"age_school","2021-04-11","2021-04-11",2,"England","E92000001",0.00279822803581826,0.00451001617469047,0.00168758787711493,6254603
"age_school","2021-04-11","2021-04-11",11,"England","E92000001",0.00419077578567009,0.0064806609566475,0.00267266668517076,3370248
"age_school","2021-04-11","2021-04-11",16,"England","E92000001",0.00210138487143571,0.00358458832130594,0.00117568991994917,5950637
"age_school","2021-04-11","2021-04-11",25,"England","E92000001",0.00190084759888772,0.00302711487882414,0.00114130897766868,7596145
"age_school","2021-04-11","2021-04-11",35,"England","E92000001",0.00243548493542886,0.00340587879243037,0.00171944385348454,10853151
"age_school","2021-04-11","2021-04-11",50,"England","E92000001",0.0014445758601193,0.00204798605387729,0.0010181193133262,13618246
"age_school","2021-04-11","2021-04-11",70,"England","E92000001",0.000707930067688266,0.00117546587596643,0.000398453205418901,7679719
"age_school","2021-04-12","2021-04-12",2,"England","E92000001",0.00260877271146031,0.00427519931995591,0.00153464195907032,6254603
"age_school","2021-04-12","2021-04-12",11,"England","E92000001",0.00404812145816031,0.00634401669355262,0.0025302140538865,3370248
"age_school","2021-04-12","2021-04-12",16,"England","E92000001",0.0020808807285796,0.00359437400377015,0.00115352663282217,5950637
"age_school","2021-04-12","2021-04-12",25,"England","E92000001",0.00184561382214696,0.00296407396770148,0.00109759324500742,7596145
"age_school","2021-04-12","2021-04-12",35,"England","E92000001",0.0022703298407458,0.0032590825798336,0.00157177344802729,10853151
"age_school","2021-04-12","2021-04-12",50,"England","E92000001",0.0013156132920738,0.00188149440614092,0.000912289049878428,13618246
"age_school","2021-04-12","2021-04-12",70,"England","E92000001",0.000643445816064661,0.00108860691239005,0.000353827046601135,7679719
"age_school","2021-04-13","2021-04-13",2,"England","E92000001",0.00242038920883823,0.00405355264423561,0.00139488081322245,6254603
"age_school","2021-04-13","2021-04-13",11,"England","E92000001",0.00391743593379422,0.0063296678588996,0.00240048083175102,3370248
"age_school","2021-04-13","2021-04-13",16,"England","E92000001",0.0020743717736105,0.00358923445825356,0.00113301119725885,5950637
"age_school","2021-04-13","2021-04-13",25,"England","E92000001",0.00181896719115261,0.00293779786445805,0.00105236206978771,7596145
"age_school","2021-04-13","2021-04-13",35,"England","E92000001",0.00212305490389181,0.00307747546964367,0.001448700391271,10853151
"age_school","2021-04-13","2021-04-13",50,"England","E92000001",0.00119429894289593,0.0017322644660018,0.000809685303940966,13618246
"age_school","2021-04-13","2021-04-13",70,"England","E92000001",0.000584349215107816,0.00101402136030124,0.000315365467284903,7679719
"age_school","2021-04-14","2021-04-14",2,"England","E92000001",0.00223708077852565,0.00384119291785748,0.00127154321639688,6254603
"age_school","2021-04-14","2021-04-14",11,"England","E92000001",0.0037842982201203,0.0062250754833093,0.00227470510159076,3370248
"age_school","2021-04-14","2021-04-14",16,"England","E92000001",0.00208428201322825,0.00362176657851065,0.00111808945086136,5950637
"age_school","2021-04-14","2021-04-14",25,"England","E92000001",0.00178024565340298,0.00290130335141711,0.00100985409874629,7596145
"age_school","2021-04-14","2021-04-14",35,"England","E92000001",0.00198942362316367,0.00292713026618893,0.00132137260245772,10853151
"age_school","2021-04-14","2021-04-14",50,"England","E92000001",0.00108781751178683,0.00158874833346801,0.000725073919390715,13618246
"age_school","2021-04-14","2021-04-14",70,"England","E92000001",0.00053167270202736,0.000947163716993881,0.000283978672804514,7679719
"age_school","2021-04-15","2021-04-15",2,"England","E92000001",0.00205799569392273,0.00358281030165271,0.00115753132755574,6254603
"age_school","2021-04-15","2021-04-15",11,"England","E92000001",0.00365124601003267,0.006009916249033,0.00214465326214116,3370248
"age_school","2021-04-15","2021-04-15",16,"England","E92000001",0.00210012781691666,0.00366520325441112,0.00110688677823171,5950637
"age_school","2021-04-15","2021-04-15",25,"England","E92000001",0.00173663269141239,0.00286153778143025,0.000955174161720098,7596145
"age_school","2021-04-15","2021-04-15",35,"England","E92000001",0.0018666851433752,0.00277099856781016,0.00122845470440034,10853151
"age_school","2021-04-15","2021-04-15",50,"England","E92000001",0.000995034221919214,0.00147530540650077,0.000655150956731606,13618246
"age_school","2021-04-15","2021-04-15",70,"England","E92000001",0.000488882645422254,0.000878821741923917,0.000254917156925892,7679719
"age_school","2021-04-16","2021-04-16",2,"England","E92000001",0.00189981805165369,0.00332887479756512,0.00105817033980578,6254603
"age_school","2021-04-16","2021-04-16",11,"England","E92000001",0.00347892380488896,0.0057335159486586,0.00200524191680972,3370248
"age_school","2021-04-16","2021-04-16",16,"England","E92000001",0.00212249239625171,0.00370809821727065,0.00111901060095153,5950637
"age_school","2021-04-16","2021-04-16",25,"England","E92000001",0.00168756848119902,0.00280661342239757,0.000919614387882792,7596145
"age_school","2021-04-16","2021-04-16",35,"England","E92000001",0.00175912267799066,0.0026435374379272,0.00114830636809588,10853151
"age_school","2021-04-16","2021-04-16",50,"England","E92000001",0.000916114579304168,0.00137174417481497,0.000597501335255512,13618246
"age_school","2021-04-16","2021-04-16",70,"England","E92000001",0.000450751176030429,0.000822911977734504,0.000227738898161308,7679719
"age_school","2021-04-17","2021-04-17",2,"England","E92000001",0.00175974560621979,0.00311616604510104,0.000957559241927975,6254603
"age_school","2021-04-17","2021-04-17",11,"England","E92000001",0.00323653176569132,0.00534660822544511,0.00188690291813337,3370248
"age_school","2021-04-17","2021-04-17",16,"England","E92000001",0.00208947271329035,0.00368724484712864,0.0011386854029685,5950637
"age_school","2021-04-17","2021-04-17",25,"England","E92000001",0.00160388713968895,0.00270310850167415,0.000899015142599161,7596145
"age_school","2021-04-17","2021-04-17",35,"England","E92000001",0.00165652822264795,0.00250120540753202,0.00108117749666903,10853151
"age_school","2021-04-17","2021-04-17",50,"England","E92000001",0.00083924051961485,0.0012750802495752,0.000542557504761679,13618246
"age_school","2021-04-17","2021-04-17",70,"England","E92000001",0.000416632925292458,0.000766730036118707,0.000204389017892831,7679719
"age_school","2021-04-18","2021-04-18",2,"England","E92000001",0.00159137164426943,0.00282102367754314,0.00085239137233108,6254603
"age_school","2021-04-18","2021-04-18",11,"England","E92000001",0.00304432327654471,0.00505354552747076,0.00175349529769817,3370248
"age_school","2021-04-18","2021-04-18",16,"England","E92000001",0.00208534439279408,0.00365512003918354,0.00112831810023961,5950637
"age_school","2021-04-18","2021-04-18",25,"England","E92000001",0.00151281536142054,0.00255398893069549,0.000854925145883708,7596145
"age_school","2021-04-18","2021-04-18",35,"England","E92000001",0.00159330822919946,0.00239804203093952,0.0010295081422977,10853151
"age_school","2021-04-18","2021-04-18",50,"England","E92000001",0.00079347609835285,0.00120219157632049,0.000512217477362128,13618246
"age_school","2021-04-18","2021-04-18",70,"England","E92000001",0.000389809162527948,0.000741026924172935,0.000188237132806964,7679719
"age_school","2021-04-19","2021-04-19",2,"England","E92000001",0.00145517372439365,0.00259169119860112,0.000766128282116375,6254603
"age_school","2021-04-19","2021-04-19",11,"England","E92000001",0.00285113173327861,0.00478092584835856,0.00162741152181176,3370248
"age_school","2021-04-19","2021-04-19",16,"England","E92000001",0.00209685060637724,0.00365389608761356,0.00114912198567988,5950637
"age_school","2021-04-19","2021-04-19",25,"England","E92000001",0.00146108763630152,0.00249019409847728,0.000820143753020834,7596145
"age_school","2021-04-19","2021-04-19",35,"England","E92000001",0.00151982944780964,0.00230210761462592,0.000981742707259391,10853151
"age_school","2021-04-19","2021-04-19",50,"England","E92000001",0.000746845636134183,0.00113931482746038,0.000480072725621382,13618246
"age_school","2021-04-19","2021-04-19",70,"England","E92000001",0.000365728288238206,0.000706851295569534,0.000174175465005126,7679719
"age_school","2021-04-20","2021-04-20",2,"England","E92000001",0.00133175339184656,0.00240176944203915,0.000690140162664769,6254603
"age_school","2021-04-20","2021-04-20",11,"England","E92000001",0.00263743888122878,0.00443819350303354,0.00148188464257313,3370248
"age_school","2021-04-20","2021-04-20",16,"England","E92000001",0.00210378005155064,0.00365792531755225,0.00113769635289338,5950637
"age_school","2021-04-20","2021-04-20",25,"England","E92000001",0.001411835854872,0.00242045557163023,0.00079222430286297,7596145
"age_school","2021-04-20","2021-04-20",35,"England","E92000001",0.00145693130986605,0.00221068209481851,0.000937753282137785,10853151
"age_school","2021-04-20","2021-04-20",50,"England","E92000001",0.000715753909618763,0.0011026466957924,0.000458131494204502,13618246
"age_school","2021-04-20","2021-04-20",70,"England","E92000001",0.000343558397215832,0.000671140200006455,0.000162435080080205,7679719
"age_school","2021-04-21","2021-04-21",2,"England","E92000001",0.00122181311150625,0.00223152474867819,0.000627399194668165,6254603
"age_school","2021-04-21","2021-04-21",11,"England","E92000001",0.00242799724360091,0.00413509082167171,0.00133753057741821,3370248
"age_school","2021-04-21","2021-04-21",16,"England","E92000001",0.00211087773602814,0.00364262139763345,0.00113659965960346,5950637
"age_school","2021-04-21","2021-04-21",25,"England","E92000001",0.00136226308962219,0.00234313332823264,0.000748742127854223,7596145
"age_school","2021-04-21","2021-04-21",35,"England","E92000001",0.0013989906741865,0.00213666844549782,0.000894156419533128,10853151
"age_school","2021-04-21","2021-04-21",50,"England","E92000001",0.000699284841988524,0.00107574184710663,0.000447684812837182,13618246
"age_school","2021-04-21","2021-04-21",70,"England","E92000001",0.000324918720653913,0.000639856025979094,0.000151757783755186,7679719
"age_school","2021-04-22","2021-04-22",2,"England","E92000001",0.00112844338910465,0.00207973264004118,0.000575102916203736,6254603
"age_school","2021-04-22","2021-04-22",11,"England","E92000001",0.00223341803175443,0.0038630555259507,0.00120497536599411,3370248
"age_school","2021-04-22","2021-04-22",16,"England","E92000001",0.00210867710616335,0.0036362758586312,0.00113954084724761,5950637
"age_school","2021-04-22","2021-04-22",25,"England","E92000001",0.00130897614524553,0.00226387923689495,0.000722561259343548,7596145
"age_school","2021-04-22","2021-04-22",35,"England","E92000001",0.00135885474934975,0.00206291673893071,0.00085183071960849,10853151
"age_school","2021-04-22","2021-04-22",50,"England","E92000001",0.000691278654809846,0.00107238145042117,0.00044333441642258,13618246
"age_school","2021-04-22","2021-04-22",70,"England","E92000001",0.000309392660496642,0.000618079658273356,0.000143615107812532,7679719
"age_school","2021-04-23","2021-04-23",2,"England","E92000001",0.00104518896147483,0.00194222986220571,0.00052792008490141,6254603
"age_school","2021-04-23","2021-04-23",11,"England","E92000001",0.00206182250694432,0.00357442510356553,0.00109502206606151,3370248
"age_school","2021-04-23","2021-04-23",16,"England","E92000001",0.00210089658024229,0.00359963950343284,0.00113856478997493,5950637
"age_school","2021-04-23","2021-04-23",25,"England","E92000001",0.00125924240659686,0.00218691466576088,0.000698943097748041,7596145
"age_school","2021-04-23","2021-04-23",35,"England","E92000001",0.00131737482640998,0.00200423896161322,0.000823651078623691,10853151
"age_school","2021-04-23","2021-04-23",50,"England","E92000001",0.00069085718488882,0.0010899110538648,0.000444707977415645,13618246
"age_school","2021-04-23","2021-04-23",70,"England","E92000001",0.000298198706718076,0.000598513912330657,0.000136852842560202,7679719
"age_school","2021-04-24","2021-04-24",2,"England","E92000001",0.000982404136060952,0.00184371872868664,0.000482555559268932,6254603
"age_school","2021-04-24","2021-04-24",11,"England","E92000001",0.00190069665920191,0.00332383846356374,0.000991011420823576,3370248
"age_school","2021-04-24","2021-04-24",16,"England","E92000001",0.00209542402569938,0.0035922312817648,0.00113436464357711,5950637
"age_school","2021-04-24","2021-04-24",25,"England","E92000001",0.00121933446111406,0.00211143341470944,0.000668317664701236,7596145
"age_school","2021-04-24","2021-04-24",35,"England","E92000001",0.00127191830309175,0.00194411489074493,0.000794662291992421,10853151
"age_school","2021-04-24","2021-04-24",50,"England","E92000001",0.00070407931192345,0.00110416068226502,0.000449987855151507,13618246
"age_school","2021-04-24","2021-04-24",70,"England","E92000001",0.000290454248099564,0.000581573239629255,0.000131622150511443,7679719
"age_school","2021-04-25","2021-04-25",2,"England","E92000001",0.000924667725185969,0.00176235532892358,0.00045078059588489,6254603
"age_school","2021-04-25","2021-04-25",11,"England","E92000001",0.00170454202209119,0.00302486670613649,0.000903523188531128,3370248
"age_school","2021-04-25","2021-04-25",16,"England","E92000001",0.00206686669316448,0.00353478820378044,0.00113666475786514,5950637
"age_school","2021-04-25","2021-04-25",25,"England","E92000001",0.00118257285968794,0.00205373047256927,0.000652312203443535,7596145
"age_school","2021-04-25","2021-04-25",35,"England","E92000001",0.00119605702292818,0.00183977300283351,0.000764092294601568,10853151
"age_school","2021-04-25","2021-04-25",50,"England","E92000001",0.000725662860515258,0.00112111392087312,0.000465890726182179,13618246
"age_school","2021-04-25","2021-04-25",70,"England","E92000001",0.000282659461307321,0.000558661305782352,0.000130655148335933,7679719
"age_school","2021-04-26","2021-04-26",2,"England","E92000001",0.000874856257606608,0.0016948140515047,0.000425473563317116,6254603
"age_school","2021-04-26","2021-04-26",11,"England","E92000001",0.0015822296658815,0.00282510894861764,0.000802623356716376,3370248
"age_school","2021-04-26","2021-04-26",16,"England","E92000001",0.00205523411934952,0.00352658825955009,0.00113568798294169,5950637
"age_school","2021-04-26","2021-04-26",25,"England","E92000001",0.00115924696777876,0.00200326889818534,0.000636170324269379,7596145
"age_school","2021-04-26","2021-04-26",35,"England","E92000001",0.00115467803115218,0.00177139315885805,0.000732211991114033,10853151
"age_school","2021-04-26","2021-04-26",50,"England","E92000001",0.000754716962931131,0.00115698746612444,0.000485051950547431,13618246
"age_school","2021-04-26","2021-04-26",70,"England","E92000001",0.000277486361751182,0.000551216774721309,0.000126354024006831,7679719
"age_school","2021-04-27","2021-04-27",2,"England","E92000001",0.000845928086997442,0.00165377860258403,0.000408935354796026,6254603
"age_school","2021-04-27","2021-04-27",11,"England","E92000001",0.00147388422139307,0.00267719087631807,0.000734643569157672,3370248
"age_school","2021-04-27","2021-04-27",16,"England","E92000001",0.00204389803034472,0.00353750049750296,0.00113565375066849,5950637
"age_school","2021-04-27","2021-04-27",25,"England","E92000001",0.00114103663754343,0.0019725772088034,0.000625485041198879,7596145
"age_school","2021-04-27","2021-04-27",35,"England","E92000001",0.00111339680378305,0.00171042668513764,0.000704212058607977,10853151
"age_school","2021-04-27","2021-04-27",50,"England","E92000001",0.0007825252807661,0.00118477092529849,0.000502393186656203,13618246
"age_school","2021-04-27","2021-04-27",70,"England","E92000001",0.000274977900817228,0.000546990095727758,0.000124641900615623,7679719
"age_school","2021-04-28","2021-04-28",2,"England","E92000001",0.000833724940683428,0.0016326558197622,0.000400819620016208,6254603
"age_school","2021-04-28","2021-04-28",11,"England","E92000001",0.00134997105053836,0.00255130567008548,0.000675586792616767,3370248
