"WeekEndDate"	"LTLA"	"Lineage"	"Count"
"2021-08-14"	"E07000066"	"AY.34"	1
"2021-08-14"	"E07000066"	"AY.4"	84
"2021-08-14"	"E07000066"	"AY.4.2"	3
"2021-08-14"	"E07000066"	"AY.5"	8
"2021-08-14"	"E07000066"	"AY.6"	8
"2021-08-14"	"E07000066"	"AY.7"	2
"2021-08-14"	"E07000066"	"AY.9"	3
"2021-08-14"	"E07000066"	"AY.98"	1
"2021-08-14"	"E07000066"	"B.1.617.2"	2
"2021-08-14"	"E07000066"	"None"	14
"2021-08-14"	"E07000067"	"AY.120"	1
"2021-08-14"	"E07000067"	"AY.4"	31
"2021-08-14"	"E07000067"	"AY.4.2"	1
"2021-08-14"	"E07000067"	"AY.46.5"	1
"2021-08-14"	"E07000067"	"AY.5"	2
"2021-08-14"	"E07000067"	"AY.6"	1
"2021-08-14"	"E07000067"	"AY.7"	1
"2021-08-14"	"E07000067"	"AY.8"	4
"2021-08-14"	"E07000067"	"B.1.617.2"	1
"2021-08-14"	"E07000067"	"None"	1
"2021-08-14"	"E07000068"	"AY.120"	2
"2021-08-14"	"E07000068"	"AY.4"	16
"2021-08-14"	"E07000068"	"AY.4.2"	1
"2021-08-14"	"E07000068"	"AY.4.5"	1
"2021-08-14"	"E07000068"	"AY.5"	4
"2021-08-14"	"E07000068"	"AY.6"	1
"2021-08-14"	"E07000068"	"AY.9"	1
"2021-08-14"	"E07000068"	"AY.90"	1
"2021-08-14"	"E07000068"	"None"	12
"2021-08-14"	"E07000069"	"AY.120"	2
"2021-08-14"	"E07000069"	"AY.4"	23
"2021-08-14"	"E07000069"	"AY.4.2"	1
"2021-08-14"	"E07000069"	"AY.4.2.1"	1
"2021-08-14"	"E07000069"	"AY.43"	2
"2021-08-14"	"E07000069"	"AY.7"	1
"2021-08-14"	"E07000069"	"B.1.617.2"	1
"2021-08-14"	"E07000069"	"None"	3
"2021-08-14"	"E07000070"	"AY.120"	6
"2021-08-14"	"E07000070"	"AY.4"	85
"2021-08-14"	"E07000070"	"AY.4.2"	1
"2021-08-14"	"E07000070"	"AY.43"	1
"2021-08-14"	"E07000070"	"AY.46.5"	1
"2021-08-14"	"E07000070"	"AY.5"	8
"2021-08-14"	"E07000070"	"AY.6"	9
"2021-08-14"	"E07000070"	"AY.7"	2
"2021-08-14"	"E07000070"	"AY.9"	2
"2021-08-14"	"E07000070"	"AY.90"	2
"2021-08-14"	"E07000070"	"AY.98"	4
"2021-08-14"	"E07000070"	"None"	4
"2021-08-14"	"E07000071"	"AY.4"	68
"2021-08-14"	"E07000071"	"AY.4.2"	2
"2021-08-14"	"E07000071"	"AY.4.2.1"	1
"2021-08-14"	"E07000071"	"AY.42"	1
"2021-08-14"	"E07000071"	"AY.43"	4
"2021-08-14"	"E07000071"	"AY.5"	7
"2021-08-14"	"E07000071"	"AY.6"	5
"2021-08-14"	"E07000071"	"AY.87"	1
"2021-08-14"	"E07000071"	"AY.9"	1
"2021-08-14"	"E07000071"	"AY.98"	3
"2021-08-14"	"E07000071"	"None"	2
"2021-08-14"	"E07000072"	"AY.120"	4
"2021-08-14"	"E07000072"	"AY.4"	25
"2021-08-14"	"E07000072"	"AY.4.2"	1
"2021-08-14"	"E07000072"	"AY.5"	4
"2021-08-14"	"E07000072"	"AY.6"	9
"2021-08-14"	"E07000072"	"AY.7"	1
"2021-08-14"	"E07000072"	"AY.9"	1
"2021-08-14"	"E07000072"	"AY.90"	1
"2021-08-14"	"E07000072"	"None"	9
"2021-08-14"	"E07000073"	"AY.120"	2
"2021-08-14"	"E07000073"	"AY.4"	24
"2021-08-14"	"E07000073"	"AY.4.2"	1
"2021-08-14"	"E07000073"	"AY.5"	7
"2021-08-14"	"E07000073"	"AY.5.4"	1
"2021-08-14"	"E07000073"	"AY.58"	1
"2021-08-14"	"E07000073"	"AY.7"	1
"2021-08-14"	"E07000073"	"None"	10
"2021-08-14"	"E07000074"	"AY.120"	1
"2021-08-14"	"E07000074"	"AY.4"	30
"2021-08-14"	"E07000074"	"AY.42"	1
"2021-08-14"	"E07000074"	"AY.5"	1
"2021-08-14"	"E07000074"	"AY.6"	1
"2021-08-14"	"E07000074"	"AY.98"	1
"2021-08-14"	"E07000074"	"B.1.617.2"	1
"2021-08-14"	"E07000074"	"None"	3
"2021-08-14"	"E07000075"	"AY.120"	1
"2021-08-14"	"E07000075"	"AY.4"	17
"2021-08-14"	"E07000075"	"AY.5"	4
"2021-08-14"	"E07000075"	"None"	2
"2021-08-14"	"E07000076"	"AY.120"	3
"2021-08-14"	"E07000076"	"AY.36"	1
"2021-08-14"	"E07000076"	"AY.4"	38
"2021-08-14"	"E07000076"	"AY.4.2"	2
"2021-08-14"	"E07000076"	"AY.43"	1
"2021-08-14"	"E07000076"	"AY.5"	4
"2021-08-14"	"E07000076"	"AY.6"	2
"2021-08-14"	"E07000076"	"AY.8"	1
"2021-08-14"	"E07000076"	"AY.9"	1
"2021-08-14"	"E07000076"	"AY.98"	1
"2021-08-14"	"E07000076"	"B.1.617.2"	2
"2021-08-14"	"E07000076"	"None"	7
"2021-08-14"	"E07000077"	"AY.120"	2
"2021-08-14"	"E07000077"	"AY.34"	2
"2021-08-14"	"E07000077"	"AY.36"	1
"2021-08-14"	"E07000077"	"AY.4"	20
"2021-08-14"	"E07000077"	"AY.5"	1
"2021-08-14"	"E07000077"	"AY.6"	3
"2021-08-14"	"E07000077"	"AY.7"	1
"2021-08-14"	"E07000077"	"AY.9"	1
"2021-08-14"	"E07000077"	"AY.98"	1
"2021-08-14"	"E07000077"	"None"	3
"2021-08-14"	"E07000078"	"AY.120"	1
"2021-08-14"	"E07000078"	"AY.4"	37
"2021-08-14"	"E07000078"	"AY.4.2.1"	1
"2021-08-14"	"E07000078"	"AY.5"	6
"2021-08-14"	"E07000078"	"AY.9.2"	2
"2021-08-14"	"E07000078"	"B.1.617.2"	3
"2021-08-14"	"E07000078"	"None"	30
"2021-08-14"	"E07000079"	"AY.120"	2
"2021-08-14"	"E07000079"	"AY.4"	23
"2021-08-14"	"E07000079"	"AY.4.2"	1
"2021-08-14"	"E07000079"	"AY.43"	1
"2021-08-14"	"E07000079"	"AY.5"	2
"2021-08-14"	"E07000079"	"AY.9.2"	2
"2021-08-14"	"E07000079"	"B.1.617.2"	2
"2021-08-14"	"E07000079"	"None"	9
"2021-08-14"	"E07000080"	"AY.120"	1
"2021-08-14"	"E07000080"	"AY.4"	8
"2021-08-14"	"E07000080"	"AY.5"	1
"2021-08-14"	"E07000080"	"B.1.617.2"	1
"2021-08-14"	"E07000080"	"None"	8
"2021-08-14"	"E07000081"	"AY.4"	47
"2021-08-14"	"E07000081"	"AY.4.2"	1
"2021-08-14"	"E07000081"	"AY.6"	2
"2021-08-14"	"E07000081"	"AY.7"	2
"2021-08-14"	"E07000081"	"AY.9"	1
"2021-08-14"	"E07000081"	"None"	24
"2021-08-14"	"E07000082"	"AY.120"	4
"2021-08-14"	"E07000082"	"AY.4"	35
"2021-08-14"	"E07000082"	"AY.4.2"	1
"2021-08-14"	"E07000082"	"AY.4.2.1"	1
"2021-08-14"	"E07000082"	"AY.43"	1
"2021-08-14"	"E07000082"	"AY.5"	3
"2021-08-14"	"E07000082"	"AY.7"	2
"2021-08-14"	"E07000082"	"AY.8"	1
"2021-08-14"	"E07000082"	"None"	28
"2021-08-14"	"E07000083"	"AY.4"	15
"2021-08-14"	"E07000083"	"AY.4.2"	1
"2021-08-14"	"E07000083"	"AY.5"	5
"2021-08-14"	"E07000083"	"AY.98"	1
"2021-08-14"	"E07000083"	"B.1.617.2"	1
"2021-08-14"	"E07000083"	"None"	4
"2021-08-14"	"E07000084"	"AY.120"	2
"2021-08-14"	"E07000084"	"AY.4"	32
"2021-08-14"	"E07000084"	"AY.4.2"	1
"2021-08-14"	"E07000084"	"AY.46.5"	1
"2021-08-14"	"E07000084"	"AY.5"	5
"2021-08-14"	"E07000084"	"AY.6"	6
"2021-08-14"	"E07000084"	"AY.98"	2
"2021-08-14"	"E07000084"	"B.1.617.2"	1
"2021-08-14"	"E07000084"	"None"	4
"2021-08-14"	"E07000085"	"AY.4"	30
"2021-08-14"	"E07000085"	"AY.6"	4
"2021-08-14"	"E07000085"	"AY.9"	1
"2021-08-14"	"E07000085"	"B.1.617.2"	2
"2021-08-14"	"E07000085"	"None"	9
"2021-08-14"	"E07000086"	"AY.120"	2
"2021-08-14"	"E07000086"	"AY.4"	28
"2021-08-14"	"E07000086"	"AY.43"	1
"2021-08-14"	"E07000086"	"AY.5"	1
"2021-08-14"	"E07000086"	"AY.6"	7
"2021-08-14"	"E07000086"	"AY.9"	2
"2021-08-14"	"E07000086"	"AY.90"	1
"2021-08-14"	"E07000086"	"B.1.617.2"	1
"2021-08-14"	"E07000086"	"None"	14
"2021-08-14"	"E07000087"	"AY.120"	1
"2021-08-14"	"E07000087"	"AY.4"	29
"2021-08-14"	"E07000087"	"AY.43"	1
"2021-08-14"	"E07000087"	"AY.5"	2
"2021-08-14"	"E07000087"	"AY.6"	14
"2021-08-14"	"E07000087"	"AY.98"	3
"2021-08-14"	"E07000087"	"None"	14
"2021-08-14"	"E07000088"	"AY.111"	1
"2021-08-14"	"E07000088"	"AY.4"	29
"2021-08-14"	"E07000088"	"AY.6"	5
"2021-08-14"	"E07000088"	"AY.98"	3
"2021-08-14"	"E07000088"	"B.1.617.2"	1
"2021-08-14"	"E07000088"	"None"	13
"2021-08-14"	"E07000089"	"AY.4"	23
"2021-08-14"	"E07000089"	"AY.43"	1
"2021-08-14"	"E07000089"	"AY.46.5"	1
"2021-08-14"	"E07000089"	"AY.5"	2
"2021-08-14"	"E07000089"	"AY.9"	1
"2021-08-14"	"E07000089"	"AY.98"	1
"2021-08-14"	"E07000089"	"B.1.617.2"	1
"2021-08-14"	"E07000090"	"AY.120"	1
"2021-08-14"	"E07000090"	"AY.122"	1
"2021-08-14"	"E07000090"	"AY.4"	25
"2021-08-14"	"E07000090"	"AY.43"	1
"2021-08-14"	"E07000090"	"AY.6"	3
"2021-08-14"	"E07000090"	"AY.98"	3
"2021-08-14"	"E07000090"	"None"	26
"2021-08-14"	"E07000091"	"AY.111"	1
"2021-08-14"	"E07000091"	"AY.120"	2
"2021-08-14"	"E07000091"	"AY.4"	44
"2021-08-14"	"E07000091"	"AY.43"	2
"2021-08-14"	"E07000091"	"AY.5"	3
"2021-08-14"	"E07000091"	"AY.6"	2
"2021-08-14"	"E07000091"	"AY.98"	1
"2021-08-14"	"E07000091"	"B.1.617.2"	1
"2021-08-14"	"E07000091"	"None"	13
"2021-08-14"	"E07000092"	"AY.120"	1
"2021-08-14"	"E07000092"	"AY.4"	11
"2021-08-14"	"E07000092"	"AY.4.2"	1
"2021-08-14"	"E07000092"	"AY.5"	2
"2021-08-14"	"E07000092"	"None"	2
"2021-08-14"	"E07000093"	"AY.120"	2
"2021-08-14"	"E07000093"	"AY.4"	27
"2021-08-14"	"E07000093"	"AY.46.5"	1
"2021-08-14"	"E07000093"	"AY.5"	1
"2021-08-14"	"E07000093"	"AY.6"	4
"2021-08-14"	"E07000093"	"B.1.617.2"	1
"2021-08-14"	"E07000093"	"None"	1
"2021-08-14"	"E07000094"	"AY.4"	25
"2021-08-14"	"E07000094"	"AY.5"	2
"2021-08-14"	"E07000094"	"AY.6"	1
"2021-08-14"	"E07000094"	"AY.9"	1
"2021-08-14"	"E07000094"	"None"	4
"2021-08-14"	"E07000095"	"AY.120"	4
"2021-08-14"	"E07000095"	"AY.26"	1
"2021-08-14"	"E07000095"	"AY.4"	38
"2021-08-14"	"E07000095"	"AY.4.2"	2
"2021-08-14"	"E07000095"	"AY.43"	2
"2021-08-14"	"E07000095"	"AY.5"	1
"2021-08-14"	"E07000095"	"AY.6"	3
"2021-08-14"	"E07000095"	"AY.9"	4
"2021-08-14"	"E07000095"	"AY.98"	5
"2021-08-14"	"E07000095"	"None"	1
"2021-08-14"	"E07000096"	"AY.120"	5
"2021-08-14"	"E07000096"	"AY.34"	1
"2021-08-14"	"E07000096"	"AY.4"	35
"2021-08-14"	"E07000096"	"AY.4.2"	2
"2021-08-14"	"E07000096"	"AY.43"	5
"2021-08-14"	"E07000096"	"AY.5"	6
"2021-08-14"	"E07000096"	"AY.6"	4
"2021-08-14"	"E07000096"	"AY.98"	1
"2021-08-14"	"E07000096"	"B.1.617.2"	1
"2021-08-14"	"E07000096"	"None"	3
"2021-08-14"	"E07000098"	"AY.111"	4
"2021-08-14"	"E07000098"	"AY.120"	4
"2021-08-14"	"E07000098"	"AY.4"	40
"2021-08-14"	"E07000098"	"AY.5"	1
"2021-08-14"	"E07000098"	"AY.6"	2
"2021-08-14"	"E07000098"	"AY.9"	1
"2021-08-14"	"E07000098"	"AY.9.2"	3
"2021-08-14"	"E07000098"	"AY.98"	1
"2021-08-14"	"E07000098"	"None"	4
"2021-08-14"	"E07000099"	"AY.1"	2
"2021-08-14"	"E07000099"	"AY.111"	1
"2021-08-14"	"E07000099"	"AY.120"	9
"2021-08-14"	"E07000099"	"AY.4"	79
"2021-08-14"	"E07000099"	"AY.4.2"	6
"2021-08-14"	"E07000099"	"AY.43"	5
"2021-08-14"	"E07000099"	"AY.5"	4
"2021-08-14"	"E07000099"	"AY.6"	3
"2021-08-14"	"E07000099"	"AY.7"	3
"2021-08-14"	"E07000099"	"AY.9"	1
"2021-08-14"	"E07000099"	"AY.98"	6
"2021-08-14"	"E07000099"	"None"	7
"2021-08-14"	"E07000102"	"AY.120"	3
"2021-08-14"	"E07000102"	"AY.4"	21
"2021-08-14"	"E07000102"	"AY.43"	3
"2021-08-14"	"E07000102"	"AY.5"	1
"2021-08-14"	"E07000102"	"AY.6"	1
"2021-08-14"	"E07000102"	"None"	6
"2021-08-14"	"E07000103"	"AY.120"	3
"2021-08-14"	"E07000103"	"AY.4"	24
"2021-08-14"	"E07000103"	"AY.4.1"	1
"2021-08-14"	"E07000103"	"AY.4.2"	2
"2021-08-14"	"E07000103"	"AY.43"	2
"2021-08-14"	"E07000103"	"AY.5"	4
"2021-08-14"	"E07000103"	"AY.6"	3
"2021-08-14"	"E07000103"	"AY.7"	1
"2021-08-14"	"E07000103"	"AY.9"	1
"2021-08-14"	"E07000103"	"AY.98"	1
"2021-08-14"	"E07000103"	"None"	10
"2021-08-14"	"E07000105"	"AY.120"	1
"2021-08-14"	"E07000105"	"AY.122"	1
"2021-08-14"	"E07000105"	"AY.4"	21
"2021-08-14"	"E07000105"	"AY.4.2"	2
"2021-08-14"	"E07000105"	"AY.4.2.1"	1
"2021-08-14"	"E07000105"	"AY.5"	6
"2021-08-14"	"E07000105"	"AY.6"	4
"2021-08-14"	"E07000105"	"AY.7"	1
"2021-08-14"	"E07000105"	"AY.9"	1
"2021-08-14"	"E07000105"	"None"	10
"2021-08-14"	"E07000106"	"AY.122"	1
"2021-08-14"	"E07000106"	"AY.4"	33
"2021-08-14"	"E07000106"	"AY.4.2.1"	1
"2021-08-14"	"E07000106"	"AY.46.5"	2
"2021-08-14"	"E07000106"	"AY.5"	3
"2021-08-14"	"E07000106"	"AY.9"	1
"2021-08-14"	"E07000106"	"None"	11
"2021-08-14"	"E07000107"	"AY.120"	2
"2021-08-14"	"E07000107"	"AY.4"	29
"2021-08-14"	"E07000107"	"AY.5"	3
"2021-08-14"	"E07000107"	"AY.6"	3
"2021-08-14"	"E07000107"	"AY.9"	1
"2021-08-14"	"E07000107"	"None"	9
"2021-08-14"	"E07000108"	"AY.122"	1
"2021-08-14"	"E07000108"	"AY.4"	40
"2021-08-14"	"E07000108"	"AY.4.2.1"	1
"2021-08-14"	"E07000108"	"AY.43"	1
"2021-08-14"	"E07000108"	"AY.45"	1
"2021-08-14"	"E07000108"	"AY.46.5"	1
"2021-08-14"	"E07000108"	"AY.5"	1
"2021-08-14"	"E07000108"	"AY.6"	5
"2021-08-14"	"E07000108"	"AY.9"	1
"2021-08-14"	"E07000108"	"B.1.617.2"	1
"2021-08-14"	"E07000108"	"None"	18
"2021-08-14"	"E07000109"	"AY.120"	1
"2021-08-14"	"E07000109"	"AY.4"	38
"2021-08-14"	"E07000109"	"AY.4.2"	1
"2021-08-14"	"E07000109"	"AY.43"	1
"2021-08-14"	"E07000109"	"AY.5"	1
"2021-08-14"	"E07000109"	"AY.98"	2
"2021-08-14"	"E07000109"	"None"	18
"2021-08-14"	"E07000110"	"AY.4"	31
"2021-08-14"	"E07000110"	"AY.4.2"	4
"2021-08-14"	"E07000110"	"AY.45"	1
"2021-08-14"	"E07000110"	"AY.46.5"	1
"2021-08-14"	"E07000110"	"AY.5"	9
"2021-08-14"	"E07000110"	"AY.6"	2
"2021-08-14"	"E07000110"	"AY.98"	1
"2021-08-14"	"E07000110"	"B.1.617.2"	1
"2021-08-14"	"E07000110"	"None"	8
"2021-08-14"	"E07000111"	"AY.120"	1
"2021-08-14"	"E07000111"	"AY.4"	36
"2021-08-14"	"E07000111"	"AY.4.2"	1
"2021-08-14"	"E07000111"	"AY.46.5"	1
"2021-08-14"	"E07000111"	"AY.5"	3
"2021-08-14"	"E07000111"	"AY.6"	2
"2021-08-14"	"E07000111"	"AY.7"	4
"2021-08-14"	"E07000111"	"None"	6
"2021-08-14"	"E07000112"	"AY.4"	42
"2021-08-14"	"E07000112"	"AY.5"	3
"2021-08-14"	"E07000112"	"AY.6"	3
"2021-08-14"	"E07000112"	"AY.98"	2
"2021-08-14"	"E07000112"	"None"	10
"2021-08-14"	"E07000113"	"AY.122"	2
"2021-08-14"	"E07000113"	"AY.4"	24
"2021-08-14"	"E07000113"	"AY.5"	5
"2021-08-14"	"E07000113"	"AY.98"	1
"2021-08-14"	"E07000113"	"B.1.617.2"	1
"2021-08-14"	"E07000113"	"None"	6
"2021-08-14"	"E07000114"	"AY.120"	1
"2021-08-14"	"E07000114"	"AY.4"	39
"2021-08-14"	"E07000114"	"AY.4.2"	6
"2021-08-14"	"E07000114"	"AY.46.5"	1
"2021-08-14"	"E07000114"	"AY.5"	2
"2021-08-14"	"E07000114"	"AY.6"	1
"2021-08-14"	"E07000114"	"AY.7"	4
"2021-08-14"	"E07000114"	"AY.98"	1
"2021-08-14"	"E07000114"	"B.1.617.2"	2
"2021-08-14"	"E07000114"	"None"	10
"2021-08-14"	"E07000115"	"AY.120"	1
"2021-08-14"	"E07000115"	"AY.4"	26
"2021-08-14"	"E07000115"	"AY.42"	1
"2021-08-14"	"E07000115"	"AY.45"	1
"2021-08-14"	"E07000115"	"AY.5"	4
"2021-08-14"	"E07000115"	"AY.6"	2
"2021-08-14"	"E07000115"	"AY.9"	1
"2021-08-14"	"E07000115"	"None"	15
"2021-08-14"	"E07000116"	"AY.120"	1
"2021-08-14"	"E07000116"	"AY.4"	30
"2021-08-14"	"E07000116"	"AY.4.2"	1
"2021-08-14"	"E07000116"	"AY.46.5"	1
"2021-08-14"	"E07000116"	"AY.5"	6
"2021-08-14"	"E07000116"	"AY.7"	3
"2021-08-14"	"E07000116"	"AY.9"	2
"2021-08-14"	"E07000116"	"AY.98"	1
"2021-08-14"	"E07000116"	"None"	5
"2021-08-14"	"E07000117"	"AY.4"	15
"2021-08-14"	"E07000117"	"AY.43"	1
"2021-08-14"	"E07000117"	"AY.5"	2
"2021-08-14"	"E07000117"	"AY.7"	1
"2021-08-14"	"E07000117"	"B.1.617.2"	1
"2021-08-14"	"E07000117"	"None"	4
"2021-08-14"	"E07000118"	"AY.120"	1
"2021-08-14"	"E07000118"	"AY.4"	20
"2021-08-14"	"E07000118"	"None"	14
"2021-08-14"	"E07000119"	"AY.4"	24
"2021-08-14"	"E07000119"	"None"	4
"2021-08-14"	"E07000120"	"AY.4"	8
"2021-08-14"	"E07000120"	"AY.46.5"	1
"2021-08-14"	"E07000120"	"AY.6"	1
"2021-08-14"	"E07000120"	"AY.98"	1
"2021-08-14"	"E07000120"	"None"	3
"2021-08-14"	"E07000121"	"AY.4"	26
"2021-08-14"	"E07000121"	"AY.6"	1
"2021-08-14"	"E07000121"	"None"	5
"2021-08-14"	"E07000122"	"AY.4"	24
"2021-08-14"	"E07000122"	"AY.4.2"	1
"2021-08-14"	"E07000122"	"AY.43"	3
"2021-08-14"	"E07000122"	"AY.5"	1
"2021-08-14"	"E07000122"	"B.1.617.2"	1
"2021-08-14"	"E07000123"	"AY.4"	26
"2021-08-14"	"E07000123"	"AY.9"	1
"2021-08-14"	"E07000123"	"None"	5
"2021-08-14"	"E07000124"	"AY.111"	1
"2021-08-14"	"E07000124"	"AY.120"	1
"2021-08-14"	"E07000124"	"AY.4"	21
"2021-08-14"	"E07000125"	"AY.4"	22
"2021-08-14"	"E07000126"	"AY.111"	1
"2021-08-14"	"E07000126"	"AY.4"	20
"2021-08-14"	"E07000126"	"AY.5"	1
"2021-08-14"	"E07000126"	"None"	3
"2021-08-14"	"E07000127"	"AY.4"	14
"2021-08-14"	"E07000127"	"AY.43"	1
"2021-08-14"	"E07000127"	"AY.46.5"	2
"2021-08-14"	"E07000127"	"AY.9"	1
"2021-08-14"	"E07000128"	"AY.4"	34
"2021-08-14"	"E07000128"	"AY.9"	1
"2021-08-14"	"E07000128"	"AY.98"	1
"2021-08-14"	"E07000128"	"None"	18
"2021-08-14"	"E07000129"	"AY.4"	42
"2021-08-14"	"E07000129"	"AY.43"	1
"2021-08-14"	"E07000129"	"AY.5"	3
"2021-08-14"	"E07000129"	"B.1.617.2"	1
"2021-08-14"	"E07000129"	"None"	5
"2021-08-14"	"E07000130"	"AY.120"	1
"2021-08-14"	"E07000130"	"AY.4"	70
"2021-08-14"	"E07000130"	"AY.4.2"	2
"2021-08-14"	"E07000130"	"AY.4.2.1"	1
"2021-08-14"	"E07000130"	"AY.5"	7
"2021-08-14"	"E07000130"	"AY.6"	1
"2021-08-14"	"E07000130"	"AY.89"	1
"2021-08-14"	"E07000130"	"AY.98"	2
"2021-08-14"	"E07000130"	"B.1.617.2"	1
"2021-08-14"	"E07000130"	"None"	8
"2021-08-14"	"E07000131"	"AY.120"	2
"2021-08-14"	"E07000131"	"AY.4"	23
"2021-08-14"	"E07000131"	"AY.5"	2
"2021-08-14"	"E07000131"	"AY.98"	1
"2021-08-14"	"E07000131"	"B.1.617.2"	1
"2021-08-14"	"E07000131"	"None"	4
"2021-08-14"	"E07000132"	"AY.120"	1
"2021-08-14"	"E07000132"	"AY.4"	27
"2021-08-14"	"E07000132"	"AY.90"	1
"2021-08-14"	"E07000132"	"None"	4
"2021-08-14"	"E07000133"	"AY.4"	9
"2021-08-14"	"E07000133"	"None"	3
"2021-08-14"	"E07000134"	"AY.111"	1
"2021-08-14"	"E07000134"	"AY.120"	4
"2021-08-14"	"E07000134"	"AY.4"	46
"2021-08-14"	"E07000134"	"AY.4.2"	3
"2021-08-14"	"E07000134"	"AY.5"	1
"2021-08-14"	"E07000134"	"AY.98"	1
"2021-08-14"	"E07000134"	"None"	5
"2021-08-14"	"E07000135"	"AY.4"	11
"2021-08-14"	"E07000135"	"None"	1
"2021-08-14"	"E07000136"	"AY.4"	23
"2021-08-14"	"E07000136"	"AY.43"	1
"2021-08-14"	"E07000136"	"AY.98"	1
"2021-08-14"	"E07000136"	"None"	2
"2021-08-14"	"E07000137"	"AY.120"	1
"2021-08-14"	"E07000137"	"AY.4"	70
"2021-08-14"	"E07000137"	"AY.43"	6
"2021-08-14"	"E07000137"	"AY.6"	1
"2021-08-14"	"E07000137"	"None"	14
"2021-08-14"	"E07000138"	"AY.111"	1
"2021-08-14"	"E07000138"	"AY.4"	83
"2021-08-14"	"E07000138"	"AY.43"	3
"2021-08-14"	"E07000138"	"AY.5"	1
"2021-08-14"	"E07000138"	"AY.98"	9
"2021-08-14"	"E07000138"	"B.1.617.2"	3
"2021-08-14"	"E07000138"	"None"	8
"2021-08-14"	"E07000139"	"AY.120"	1
"2021-08-14"	"E07000139"	"AY.4"	21
"2021-08-14"	"E07000139"	"AY.5"	1
"2021-08-14"	"E07000139"	"AY.98"	2
"2021-08-14"	"E07000139"	"None"	2
"2021-08-14"	"E07000140"	"AY.4"	14
"2021-08-14"	"E07000140"	"AY.98"	1
"2021-08-14"	"E07000140"	"None"	9
"2021-08-14"	"E07000141"	"AY.111"	1
"2021-08-14"	"E07000141"	"AY.120"	1
"2021-08-14"	"E07000141"	"AY.4"	42
"2021-08-14"	"E07000141"	"AY.43"	1
"2021-08-14"	"E07000141"	"AY.5"	2
"2021-08-14"	"E07000141"	"AY.6"	1
"2021-08-14"	"E07000141"	"AY.7"	3
"2021-08-14"	"E07000141"	"B.1.617.2"	2
"2021-08-14"	"E07000141"	"None"	2
"2021-08-14"	"E07000142"	"AY.4"	14
"2021-08-14"	"E07000142"	"AY.5"	1
"2021-08-14"	"E07000142"	"AY.98"	1
"2021-08-14"	"E07000142"	"None"	3
"2021-08-14"	"E07000143"	"AY.4"	45
"2021-08-14"	"E07000143"	"AY.5"	2
"2021-08-14"	"E07000143"	"AY.6"	8
"2021-08-14"	"E07000143"	"AY.7"	2
"2021-08-14"	"E07000143"	"AY.9"	2
"2021-08-14"	"E07000143"	"B.1.617.2"	1
"2021-08-14"	"E07000143"	"None"	9
"2021-08-14"	"E07000144"	"AY.4"	28
"2021-08-14"	"E07000144"	"AY.6"	3
"2021-08-14"	"E07000144"	"None"	2
"2021-08-14"	"E07000145"	"AY.4"	41
"2021-08-14"	"E07000145"	"AY.4.2"	1
"2021-08-14"	"E07000145"	"AY.42"	1
"2021-08-14"	"E07000145"	"AY.5"	3
"2021-08-14"	"E07000145"	"AY.6"	6
"2021-08-14"	"E07000145"	"AY.98"	5
"2021-08-14"	"E07000145"	"None"	2
"2021-08-14"	"E07000146"	"AY.120"	1
"2021-08-14"	"E07000146"	"AY.4"	40
"2021-08-14"	"E07000146"	"AY.4.2"	1
"2021-08-14"	"E07000146"	"B.1.617.2"	1
"2021-08-14"	"E07000146"	"None"	14
"2021-08-14"	"E07000147"	"AY.4"	11
"2021-08-14"	"E07000147"	"AY.5"	1
"2021-08-14"	"E07000147"	"AY.6"	1
"2021-08-14"	"E07000148"	"AY.4"	36
"2021-08-14"	"E07000148"	"AY.4.2"	1
"2021-08-14"	"E07000148"	"AY.6"	3
"2021-08-14"	"E07000148"	"AY.98"	1
"2021-08-14"	"E07000148"	"None"	5
"2021-08-14"	"E07000149"	"AY.111"	1
"2021-08-14"	"E07000149"	"AY.4"	36
"2021-08-14"	"E07000149"	"AY.4.2"	1
"2021-08-14"	"E07000149"	"AY.5"	2
"2021-08-14"	"E07000149"	"AY.6"	3
"2021-08-14"	"E07000149"	"None"	2
"2021-08-14"	"E07000150"	"AY.36"	2
"2021-08-14"	"E07000150"	"AY.4"	7
"2021-08-14"	"E07000150"	"AY.5"	1
"2021-08-14"	"E07000150"	"None"	13
"2021-08-14"	"E07000151"	"AY.120"	2
"2021-08-14"	"E07000151"	"AY.4"	24
"2021-08-14"	"E07000151"	"AY.4.2"	1
"2021-08-14"	"E07000151"	"AY.5"	4
"2021-08-14"	"E07000151"	"AY.6"	2
"2021-08-14"	"E07000151"	"AY.9"	1
"2021-08-14"	"E07000151"	"None"	3
"2021-08-14"	"E07000152"	"AY.120"	1
"2021-08-14"	"E07000152"	"AY.4"	23
"2021-08-14"	"E07000152"	"AY.4.2"	1
"2021-08-14"	"E07000152"	"AY.43"	1
"2021-08-14"	"E07000152"	"AY.5"	3
"2021-08-14"	"E07000152"	"AY.6"	2
"2021-08-14"	"E07000152"	"None"	9
"2021-08-14"	"E07000153"	"AY.120"	2
"2021-08-14"	"E07000153"	"AY.4"	29
"2021-08-14"	"E07000153"	"AY.43"	3
"2021-08-14"	"E07000153"	"AY.5"	4
"2021-08-14"	"E07000153"	"AY.6"	1
"2021-08-14"	"E07000153"	"AY.7"	1
