"WeekEndDate"	"LTLA"	"Lineage"	"Count"
"2020-09-26"	"E08000034"	"B.1.1.311"	4
"2020-09-26"	"E08000034"	"B.1.1.37"	7
"2020-09-26"	"E08000034"	"B.1.177"	4
"2020-09-26"	"E08000034"	"B.1.177.17"	1
"2020-09-26"	"E08000034"	"B.1.177.4"	1
"2020-09-26"	"E08000034"	"B.1.177.57"	1
"2020-09-26"	"E08000034"	"B.1.177.8"	1
"2020-09-26"	"E08000034"	"B.1.177.84"	2
"2020-09-26"	"E08000034"	"B.1.235"	1
"2020-09-26"	"E08000034"	"C.30"	4
"2020-09-26"	"E08000035"	"AD.2"	3
"2020-09-26"	"E08000035"	"B.1.1"	17
"2020-09-26"	"E08000035"	"B.1.1.279"	1
"2020-09-26"	"E08000035"	"B.1.1.37"	27
"2020-09-26"	"E08000035"	"B.1.177"	4
"2020-09-26"	"E08000035"	"B.1.177.4"	7
"2020-09-26"	"E08000035"	"B.1.177.56"	1
"2020-09-26"	"E08000035"	"B.1.177.57"	3
"2020-09-26"	"E08000035"	"B.1.177.84"	2
"2020-09-26"	"E08000035"	"B.1.221"	1
"2020-09-26"	"E08000035"	"B.1.258"	1
"2020-09-26"	"E08000035"	"B.1.389"	2
"2020-09-26"	"E08000035"	"B.1.523"	2
"2020-09-26"	"E08000035"	"C.30"	3
"2020-09-26"	"E08000035"	"C.35"	1
"2020-09-26"	"E08000036"	"AD.2"	2
"2020-09-26"	"E08000036"	"B.1.1.1"	2
"2020-09-26"	"E08000036"	"B.1.1.279"	1
"2020-09-26"	"E08000036"	"B.1.1.303"	2
"2020-09-26"	"E08000036"	"B.1.1.307"	1
"2020-09-26"	"E08000036"	"B.1.1.311"	4
"2020-09-26"	"E08000036"	"B.1.1.37"	2
"2020-09-26"	"E08000036"	"B.1.177"	1
"2020-09-26"	"E08000036"	"B.1.177.2"	1
"2020-09-26"	"E08000036"	"B.1.177.4"	1
"2020-09-26"	"E08000036"	"B.1.177.57"	1
"2020-09-26"	"E08000036"	"B.1.367"	3
"2020-09-26"	"E08000037"	"AD.2"	5
"2020-09-26"	"E08000037"	"B.1"	1
"2020-09-26"	"E08000037"	"B.1.1"	4
"2020-09-26"	"E08000037"	"B.1.1.37"	5
"2020-09-26"	"E08000037"	"B.1.160"	1
"2020-09-26"	"E08000037"	"B.1.177"	6
"2020-09-26"	"E08000037"	"B.1.177.4"	1
"2020-09-26"	"E08000037"	"B.1.235"	1
"2020-09-26"	"E08000037"	"B.1.389"	3
"2020-09-26"	"E09000002"	"B.1.1"	4
"2020-09-26"	"E09000002"	"B.1.1.12"	1
"2020-09-26"	"E09000002"	"B.1.1.301"	1
"2020-09-26"	"E09000002"	"B.1.1.37"	3
"2020-09-26"	"E09000002"	"B.1.1.39"	1
"2020-09-26"	"E09000002"	"B.1.177"	2
"2020-09-26"	"E09000002"	"B.1.177.17"	1
"2020-09-26"	"E09000002"	"B.1.177.19"	2
"2020-09-26"	"E09000002"	"B.1.177.57"	2
"2020-09-26"	"E09000002"	"B.1.235"	2
"2020-09-26"	"E09000002"	"B.1.258"	2
"2020-09-26"	"E09000002"	"B.1.258.3"	2
"2020-09-26"	"E09000002"	"B.1.258.6"	1
"2020-09-26"	"E09000002"	"B.1.36.12"	1
"2020-09-26"	"E09000002"	"B.1.36.17"	2
"2020-09-26"	"E09000002"	"B.1.523"	1
"2020-09-26"	"E09000003"	"AD.2"	3
"2020-09-26"	"E09000003"	"B.1.1"	3
"2020-09-26"	"E09000003"	"B.1.1.1"	1
"2020-09-26"	"E09000003"	"B.1.1.196"	1
"2020-09-26"	"E09000003"	"B.1.1.434"	2
"2020-09-26"	"E09000003"	"B.1.160"	3
"2020-09-26"	"E09000003"	"B.1.177"	8
"2020-09-26"	"E09000003"	"B.1.177.18"	1
"2020-09-26"	"E09000003"	"B.1.221"	1
"2020-09-26"	"E09000003"	"B.1.258.6"	1
"2020-09-26"	"E09000003"	"B.1.36.35"	1
"2020-09-26"	"E09000003"	"B.1.36.7"	1
"2020-09-26"	"E09000003"	"B.1.367"	1
"2020-09-26"	"E09000003"	"None"	1
"2020-09-26"	"E09000004"	"B.1"	1
"2020-09-26"	"E09000004"	"B.1.1.279"	2
"2020-09-26"	"E09000004"	"B.1.177"	2
"2020-09-26"	"E09000004"	"B.1.177.20"	1
"2020-09-26"	"E09000004"	"B.1.177.87"	1
"2020-09-26"	"E09000004"	"B.1.221"	1
"2020-09-26"	"E09000004"	"B.1.258.3"	1
"2020-09-26"	"E09000004"	"None"	2
"2020-09-26"	"E09000005"	"AD.2"	1
"2020-09-26"	"E09000005"	"B.1.1"	2
"2020-09-26"	"E09000005"	"B.1.1.165"	1
"2020-09-26"	"E09000005"	"B.1.1.277"	1
"2020-09-26"	"E09000005"	"B.1.1.301"	2
"2020-09-26"	"E09000005"	"B.1.1.311"	1
"2020-09-26"	"E09000005"	"B.1.1.355"	1
"2020-09-26"	"E09000005"	"B.1.1.37"	1
"2020-09-26"	"E09000005"	"B.1.160"	1
"2020-09-26"	"E09000005"	"B.1.177"	3
"2020-09-26"	"E09000005"	"B.1.177.17"	1
"2020-09-26"	"E09000005"	"B.1.177.4"	1
"2020-09-26"	"E09000005"	"B.1.258"	2
"2020-09-26"	"E09000005"	"B.1.258.3"	1
"2020-09-26"	"E09000005"	"B.1.36.12"	1
"2020-09-26"	"E09000005"	"B.1.367"	1
"2020-09-26"	"E09000005"	"None"	1
"2020-09-26"	"E09000006"	"B.1.1.305"	1
"2020-09-26"	"E09000006"	"B.1.1.341"	1
"2020-09-26"	"E09000006"	"B.1.1.7"	1
"2020-09-26"	"E09000006"	"B.1.160"	1
"2020-09-26"	"E09000006"	"B.1.177"	3
"2020-09-26"	"E09000006"	"B.1.177.87"	2
"2020-09-26"	"E09000006"	"B.1.221.1"	1
"2020-09-26"	"E09000007"	"B.1.1.310"	1
"2020-09-26"	"E09000007"	"B.1.1.37"	1
"2020-09-26"	"E09000007"	"B.1.177"	1
"2020-09-26"	"E09000007"	"B.1.177.8"	1
"2020-09-26"	"E09000007"	"B.1.258"	1
"2020-09-26"	"E09000008"	"B.1.1"	1
"2020-09-26"	"E09000008"	"B.1.1.37"	1
"2020-09-26"	"E09000008"	"B.1.160"	1
"2020-09-26"	"E09000008"	"B.1.177"	1
"2020-09-26"	"E09000008"	"B.1.177.17"	1
"2020-09-26"	"E09000008"	"B.1.177.2"	1
"2020-09-26"	"E09000008"	"B.1.36.17"	1
"2020-09-26"	"E09000009"	"B.1.1.196"	2
"2020-09-26"	"E09000009"	"B.1.1.311"	2
"2020-09-26"	"E09000009"	"B.1.1.37"	3
"2020-09-26"	"E09000009"	"B.1.177.4"	1
"2020-09-26"	"E09000009"	"B.1.221.1"	1
"2020-09-26"	"E09000009"	"B.1.235"	1
"2020-09-26"	"E09000009"	"B.1.36.12"	1
"2020-09-26"	"E09000009"	"B.1.36.17"	2
"2020-09-26"	"E09000009"	"B.1.416.1"	1
"2020-09-26"	"E09000009"	"B.1.533"	1
"2020-09-26"	"E09000010"	"AD.2"	1
"2020-09-26"	"E09000010"	"B.1"	1
"2020-09-26"	"E09000010"	"B.1.1"	3
"2020-09-26"	"E09000010"	"B.1.1.122"	1
"2020-09-26"	"E09000010"	"B.1.1.240"	4
"2020-09-26"	"E09000010"	"B.1.1.305"	1
"2020-09-26"	"E09000010"	"B.1.1.307"	1
"2020-09-26"	"E09000010"	"B.1.1.37"	4
"2020-09-26"	"E09000010"	"B.1.160"	1
"2020-09-26"	"E09000010"	"B.1.177"	4
"2020-09-26"	"E09000010"	"B.1.177.17"	1
"2020-09-26"	"E09000010"	"B.1.177.20"	1
"2020-09-26"	"E09000010"	"B.1.177.54"	1
"2020-09-26"	"E09000010"	"B.1.177.57"	2
"2020-09-26"	"E09000010"	"B.1.177.7"	1
"2020-09-26"	"E09000010"	"B.1.258"	1
"2020-09-26"	"E09000010"	"B.1.36.12"	1
"2020-09-26"	"E09000010"	"B.1.36.17"	1
"2020-09-26"	"E09000010"	"B.1.367"	2
"2020-09-26"	"E09000010"	"B.1.416.1"	1
"2020-09-26"	"E09000010"	"None"	1
"2020-09-26"	"E09000011"	"B.1.1.1"	1
"2020-09-26"	"E09000011"	"B.1.1.196"	2
"2020-09-26"	"E09000011"	"B.1.1.341"	1
"2020-09-26"	"E09000011"	"B.1.1.37"	3
"2020-09-26"	"E09000011"	"B.1.177"	4
"2020-09-26"	"E09000011"	"B.1.177.19"	2
"2020-09-26"	"E09000011"	"B.1.258.3"	2
"2020-09-26"	"E09000011"	"None"	1
"2020-09-26"	"E09000012"	"AD.2"	1
"2020-09-26"	"E09000012"	"B.1.1"	1
"2020-09-26"	"E09000012"	"B.1.1.279"	1
"2020-09-26"	"E09000012"	"B.1.1.303"	1
"2020-09-26"	"E09000012"	"B.1.1.307"	1
"2020-09-26"	"E09000012"	"B.1.1.311"	1
"2020-09-26"	"E09000012"	"B.1.1.434"	1
"2020-09-26"	"E09000012"	"B.1.160.23"	1
"2020-09-26"	"E09000012"	"B.1.177"	3
"2020-09-26"	"E09000012"	"B.1.177.11"	1
"2020-09-26"	"E09000012"	"B.1.177.4"	1
"2020-09-26"	"E09000012"	"B.1.177.57"	1
"2020-09-26"	"E09000012"	"B.1.235"	1
"2020-09-26"	"E09000012"	"B.1.258"	1
"2020-09-26"	"E09000012"	"B.1.367"	1
"2020-09-26"	"E09000012"	"None"	1
"2020-09-26"	"E09000013"	"AD.2"	1
"2020-09-26"	"E09000013"	"B.1.1.341"	1
"2020-09-26"	"E09000013"	"B.1.177"	2
"2020-09-26"	"E09000013"	"B.1.177.19"	1
"2020-09-26"	"E09000013"	"B.1.177.54"	1
"2020-09-26"	"E09000013"	"B.1.177.7"	1
"2020-09-26"	"E09000013"	"B.1.177.87"	1
"2020-09-26"	"E09000013"	"B.1.258.3"	1
"2020-09-26"	"E09000013"	"B.1.36.17"	1
"2020-09-26"	"E09000013"	"B.1.389"	1
"2020-09-26"	"E09000014"	"B.1"	1
"2020-09-26"	"E09000014"	"B.1.1"	1
"2020-09-26"	"E09000014"	"B.1.1.311"	2
"2020-09-26"	"E09000014"	"B.1.1.37"	1
"2020-09-26"	"E09000014"	"B.1.177"	3
"2020-09-26"	"E09000014"	"B.1.177.19"	1
"2020-09-26"	"E09000015"	"B.1.1.1"	1
"2020-09-26"	"E09000015"	"B.1.1.277"	1
"2020-09-26"	"E09000015"	"B.1.1.305"	1
"2020-09-26"	"E09000015"	"B.1.1.311"	2
"2020-09-26"	"E09000015"	"B.1.160"	2
"2020-09-26"	"E09000015"	"B.1.177"	1
"2020-09-26"	"E09000015"	"B.1.177.20"	1
"2020-09-26"	"E09000015"	"B.1.221.1"	1
"2020-09-26"	"E09000015"	"B.1.236"	1
"2020-09-26"	"E09000015"	"B.1.258.3"	1
"2020-09-26"	"E09000015"	"B.1.36.17"	1
"2020-09-26"	"E09000015"	"B.1.36.7"	2
"2020-09-26"	"E09000015"	"B.1.610"	1
"2020-09-26"	"E09000016"	"AD.2"	1
"2020-09-26"	"E09000016"	"B.1.1"	2
"2020-09-26"	"E09000016"	"B.1.1.311"	1
"2020-09-26"	"E09000016"	"B.1.177"	2
"2020-09-26"	"E09000016"	"B.1.177.18"	1
"2020-09-26"	"E09000016"	"B.1.177.57"	1
"2020-09-26"	"E09000016"	"B.1.221"	1
"2020-09-26"	"E09000016"	"B.1.258"	1
"2020-09-26"	"E09000016"	"B.1.258.3"	6
"2020-09-26"	"E09000017"	"B.1"	1
"2020-09-26"	"E09000017"	"B.1.1.189"	1
"2020-09-26"	"E09000017"	"B.1.1.196"	2
"2020-09-26"	"E09000017"	"B.1.1.301"	1
"2020-09-26"	"E09000017"	"B.1.1.305"	1
"2020-09-26"	"E09000017"	"B.1.1.311"	1
"2020-09-26"	"E09000017"	"B.1.1.341"	1
"2020-09-26"	"E09000017"	"B.1.160"	1
"2020-09-26"	"E09000017"	"B.1.177"	2
"2020-09-26"	"E09000017"	"B.1.177.54"	1
"2020-09-26"	"E09000017"	"B.1.36.28"	2
"2020-09-26"	"E09000017"	"B.1.389"	1
"2020-09-26"	"E09000018"	"B.1"	1
"2020-09-26"	"E09000018"	"B.1.1.1"	1
"2020-09-26"	"E09000018"	"B.1.1.130"	2
"2020-09-26"	"E09000018"	"B.1.1.196"	1
"2020-09-26"	"E09000018"	"B.1.177"	3
"2020-09-26"	"E09000018"	"B.1.177.19"	1
"2020-09-26"	"E09000018"	"B.1.177.65"	1
"2020-09-26"	"E09000018"	"B.1.177.87"	2
"2020-09-26"	"E09000018"	"B.1.36.28"	1
"2020-09-26"	"E09000018"	"C.30"	1
"2020-09-26"	"E09000019"	"B.1"	1
"2020-09-26"	"E09000019"	"B.1.1"	3
"2020-09-26"	"E09000019"	"B.1.1.277"	1
"2020-09-26"	"E09000019"	"B.1.1.37"	1
"2020-09-26"	"E09000019"	"B.1.177"	1
"2020-09-26"	"E09000019"	"B.1.177.20"	2
"2020-09-26"	"E09000019"	"B.1.258"	1
"2020-09-26"	"E09000019"	"B.1.258.4"	1
"2020-09-26"	"E09000019"	"B.1.367"	1
"2020-09-26"	"E09000020"	"B.1.177"	3
"2020-09-26"	"E09000020"	"B.1.177.87"	1
"2020-09-26"	"E09000021"	"Lineage data suppressed"	1
"2020-09-26"	"E09000022"	"AD.2"	1
"2020-09-26"	"E09000022"	"B.1.1.241"	1
"2020-09-26"	"E09000022"	"B.1.1.279"	1
"2020-09-26"	"E09000022"	"B.1.160"	1
"2020-09-26"	"E09000022"	"B.1.177"	6
"2020-09-26"	"E09000022"	"B.1.177.19"	1
"2020-09-26"	"E09000022"	"B.1.177.57"	1
"2020-09-26"	"E09000022"	"B.1.177.87"	1
"2020-09-26"	"E09000022"	"B.1.221.1"	1
"2020-09-26"	"E09000022"	"B.1.236"	2
"2020-09-26"	"E09000022"	"B.1.258"	2
"2020-09-26"	"E09000022"	"B.1.258.4"	1
"2020-09-26"	"E09000023"	"B.1"	1
"2020-09-26"	"E09000023"	"B.1.1"	3
"2020-09-26"	"E09000023"	"B.1.1.341"	1
"2020-09-26"	"E09000023"	"B.1.1.37"	1
"2020-09-26"	"E09000023"	"B.1.160"	1
"2020-09-26"	"E09000023"	"B.1.177"	5
"2020-09-26"	"E09000023"	"B.1.177.19"	4
"2020-09-26"	"E09000023"	"B.1.177.20"	1
"2020-09-26"	"E09000023"	"B.1.177.57"	1
"2020-09-26"	"E09000023"	"B.1.36.17"	1
"2020-09-26"	"E09000023"	"B.1.36.28"	1
"2020-09-26"	"E09000024"	"B.1.160"	1
"2020-09-26"	"E09000024"	"B.1.221"	1
"2020-09-26"	"E09000024"	"B.1.258"	1
"2020-09-26"	"E09000025"	"AK.1"	1
"2020-09-26"	"E09000025"	"AN.1"	1
"2020-09-26"	"E09000025"	"B.1.1"	1
"2020-09-26"	"E09000025"	"B.1.1.1"	1
"2020-09-26"	"E09000025"	"B.1.1.12"	1
"2020-09-26"	"E09000025"	"B.1.1.165"	1
"2020-09-26"	"E09000025"	"B.1.1.311"	1
"2020-09-26"	"E09000025"	"B.1.1.37"	1
"2020-09-26"	"E09000025"	"B.1.177"	8
"2020-09-26"	"E09000025"	"B.1.177.19"	1
"2020-09-26"	"E09000025"	"B.1.177.33"	1
"2020-09-26"	"E09000025"	"B.1.177.57"	2
"2020-09-26"	"E09000025"	"B.1.177.84"	1
"2020-09-26"	"E09000025"	"B.1.177.87"	1
"2020-09-26"	"E09000025"	"B.1.221.1"	1
"2020-09-26"	"E09000025"	"B.1.235"	2
"2020-09-26"	"E09000025"	"B.1.258.6"	1
"2020-09-26"	"E09000025"	"B.1.36.39"	1
"2020-09-26"	"E09000025"	"B.1.36.8"	1
"2020-09-26"	"E09000025"	"None"	2
"2020-09-26"	"E09000026"	"AD.2"	1
"2020-09-26"	"E09000026"	"B.1"	5
"2020-09-26"	"E09000026"	"B.1.1.165"	1
"2020-09-26"	"E09000026"	"B.1.1.279"	1
"2020-09-26"	"E09000026"	"B.1.1.37"	1
"2020-09-26"	"E09000026"	"B.1.160.23"	1
"2020-09-26"	"E09000026"	"B.1.177"	6
"2020-09-26"	"E09000026"	"B.1.177.87"	2
"2020-09-26"	"E09000026"	"B.1.235"	1
"2020-09-26"	"E09000026"	"B.1.258.4"	1
"2020-09-26"	"E09000026"	"B.1.258.6"	1
"2020-09-26"	"E09000026"	"B.1.36.12"	1
"2020-09-26"	"E09000026"	"B.1.36.17"	2
"2020-09-26"	"E09000026"	"B.1.36.28"	1
"2020-09-26"	"E09000026"	"B.1.36.8"	1
"2020-09-26"	"E09000026"	"B.1.438"	1
"2020-09-26"	"E09000027"	"AD.2"	1
"2020-09-26"	"E09000027"	"B.1.1.1"	1
"2020-09-26"	"E09000027"	"B.1.177"	1
"2020-09-26"	"E09000027"	"None"	1
"2020-09-26"	"E09000028"	"B.1"	1
"2020-09-26"	"E09000028"	"B.1.1"	2
"2020-09-26"	"E09000028"	"B.1.1.279"	2
"2020-09-26"	"E09000028"	"B.1.1.311"	1
"2020-09-26"	"E09000028"	"B.1.1.37"	4
"2020-09-26"	"E09000028"	"B.1.160"	3
"2020-09-26"	"E09000028"	"B.1.177"	6
"2020-09-26"	"E09000028"	"B.1.258"	1
"2020-09-26"	"E09000028"	"None"	1
"2020-09-26"	"E09000029"	"AD.2"	1
"2020-09-26"	"E09000029"	"B.1.1.240"	1
"2020-09-26"	"E09000029"	"B.1.1.305"	1
"2020-09-26"	"E09000029"	"B.1.160"	1
"2020-09-26"	"E09000029"	"B.1.177"	3
"2020-09-26"	"E09000029"	"B.1.177.16"	1
"2020-09-26"	"E09000030"	"AD.2"	1
"2020-09-26"	"E09000030"	"B.1.1"	1
"2020-09-26"	"E09000030"	"B.1.1.253"	1
"2020-09-26"	"E09000030"	"B.1.1.279"	1
"2020-09-26"	"E09000030"	"B.1.1.37"	2
"2020-09-26"	"E09000030"	"B.1.160"	2
"2020-09-26"	"E09000030"	"B.1.177"	2
"2020-09-26"	"E09000030"	"B.1.177.33"	1
"2020-09-26"	"E09000030"	"B.1.177.57"	4
"2020-09-26"	"E09000030"	"B.1.177.81"	1
"2020-09-26"	"E09000030"	"B.1.221"	1
"2020-09-26"	"E09000030"	"B.1.235"	1
"2020-09-26"	"E09000030"	"B.1.258"	2
"2020-09-26"	"E09000030"	"None"	1
"2020-09-26"	"E09000031"	"B.1"	1
"2020-09-26"	"E09000031"	"B.1.1"	1
"2020-09-26"	"E09000031"	"B.1.1.307"	1
"2020-09-26"	"E09000031"	"B.1.1.51"	1
"2020-09-26"	"E09000031"	"B.1.160"	2
"2020-09-26"	"E09000031"	"B.1.160.23"	1
"2020-09-26"	"E09000031"	"B.1.177"	4
"2020-09-26"	"E09000031"	"B.1.177.17"	1
"2020-09-26"	"E09000031"	"B.1.221.1"	2
"2020-09-26"	"E09000031"	"B.1.240"	1
"2020-09-26"	"E09000031"	"B.1.258"	1
"2020-09-26"	"E09000031"	"B.1.258.3"	1
"2020-09-26"	"E09000031"	"B.1.36.17"	2
"2020-09-26"	"E09000031"	"None"	1
"2020-09-26"	"E09000032"	"AD.2"	1
"2020-09-26"	"E09000032"	"B.1.1.189"	1
"2020-09-26"	"E09000032"	"B.1.1.240"	1
"2020-09-26"	"E09000032"	"B.1.160"	1
"2020-09-26"	"E09000032"	"B.1.177"	4
"2020-09-26"	"E09000032"	"B.1.177.87"	1
"2020-09-26"	"E09000032"	"None"	1
"2020-09-26"	"E09000033"	"B.1.1"	1
"2020-09-26"	"E09000033"	"B.1.177"	1
"2020-09-26"	"E09000033"	"B.1.177.20"	1
"2020-10-03"	"E06000001"	"AD.2"	2
"2020-10-03"	"E06000001"	"B.1.1"	3
"2020-10-03"	"E06000001"	"B.1.1.307"	1
"2020-10-03"	"E06000001"	"B.1.1.309"	2
"2020-10-03"	"E06000001"	"B.1.1.37"	4
"2020-10-03"	"E06000001"	"B.1.177"	5
"2020-10-03"	"E06000001"	"B.1.177.4"	1
"2020-10-03"	"E06000001"	"B.1.177.54"	1
"2020-10-03"	"E06000002"	"AD.2"	9
"2020-10-03"	"E06000002"	"B.1"	1
"2020-10-03"	"E06000002"	"B.1.1"	1
"2020-10-03"	"E06000002"	"B.1.1.279"	1
"2020-10-03"	"E06000002"	"B.1.1.309"	1
"2020-10-03"	"E06000002"	"B.1.1.311"	4
"2020-10-03"	"E06000002"	"B.1.1.37"	4
"2020-10-03"	"E06000002"	"B.1.160"	1
"2020-10-03"	"E06000002"	"B.1.177"	8
"2020-10-03"	"E06000002"	"B.1.177.4"	1
"2020-10-03"	"E06000002"	"B.1.177.56"	1
"2020-10-03"	"E06000002"	"B.1.367"	2
"2020-10-03"	"E06000002"	"None"	1
"2020-10-03"	"E06000003"	"AD.2"	4
"2020-10-03"	"E06000003"	"B.1"	1
"2020-10-03"	"E06000003"	"B.1.1.269"	2
"2020-10-03"	"E06000003"	"B.1.1.309"	2
"2020-10-03"	"E06000003"	"B.1.1.311"	2
"2020-10-03"	"E06000003"	"B.1.1.37"	1
"2020-10-03"	"E06000003"	"B.1.177"	1
"2020-10-03"	"E06000004"	"AD.2"	2
"2020-10-03"	"E06000004"	"B.1"	1
"2020-10-03"	"E06000004"	"B.1.1"	1
"2020-10-03"	"E06000004"	"B.1.1.311"	1
"2020-10-03"	"E06000004"	"B.1.1.37"	11
"2020-10-03"	"E06000004"	"B.1.177"	6
"2020-10-03"	"E06000004"	"B.1.177.10"	1
"2020-10-03"	"E06000004"	"B.1.177.11"	1
"2020-10-03"	"E06000004"	"B.1.177.4"	1
"2020-10-03"	"E06000004"	"B.1.389"	1
"2020-10-03"	"E06000005"	"AD.2"	4
"2020-10-03"	"E06000005"	"B.1.1"	2
"2020-10-03"	"E06000005"	"B.1.1.303"	4
"2020-10-03"	"E06000005"	"B.1.1.309"	1
"2020-10-03"	"E06000005"	"B.1.1.311"	2
"2020-10-03"	"E06000005"	"B.1.1.37"	2
"2020-10-03"	"E06000005"	"B.1.160"	1
"2020-10-03"	"E06000005"	"B.1.177"	2
"2020-10-03"	"E06000005"	"B.1.258"	1
"2020-10-03"	"E06000005"	"B.1.389"	1
"2020-10-03"	"E06000005"	"C.30"	2
"2020-10-03"	"E06000005"	"None"	1
"2020-10-03"	"E06000006"	"B.1.1"	1
"2020-10-03"	"E06000006"	"B.1.1.311"	1
"2020-10-03"	"E06000006"	"B.1.177"	2
"2020-10-03"	"E06000007"	"B.1.177"	7
"2020-10-03"	"E06000007"	"B.1.177.4"	1
"2020-10-03"	"E06000007"	"W.4"	1
"2020-10-03"	"E06000008"	"AD.2"	1
"2020-10-03"	"E06000008"	"B.1.1.279"	1
"2020-10-03"	"E06000008"	"B.1.1.286"	2
"2020-10-03"	"E06000008"	"B.1.1.37"	1
"2020-10-03"	"E06000008"	"B.1.362.2"	1
"2020-10-03"	"E06000009"	"B.1.1.51"	1
"2020-10-03"	"E06000009"	"None"	1
"2020-10-03"	"E06000010"	"AD.2"	2
"2020-10-03"	"E06000010"	"B.1.177"	4
"2020-10-03"	"E06000010"	"B.1.389"	1
"2020-10-03"	"E06000010"	"C.35"	1
"2020-10-03"	"E06000011"	"B.1.1.309"	2
"2020-10-03"	"E06000011"	"B.1.1.37"	7
"2020-10-03"	"E06000011"	"B.1.177"	6
"2020-10-03"	"E06000011"	"B.1.177.4"	1
"2020-10-03"	"E06000011"	"B.1.367"	1
"2020-10-03"	"E06000012"	"B.1.1"	1
"2020-10-03"	"E06000012"	"B.1.1.37"	3
"2020-10-03"	"E06000013"	"B.1.1.1"	1
"2020-10-03"	"E06000013"	"B.1.177"	1
"2020-10-03"	"E06000014"	"AD.2"	1
"2020-10-03"	"E06000014"	"B.1.1"	1
"2020-10-03"	"E06000014"	"B.1.1.138"	1
"2020-10-03"	"E06000014"	"B.1.1.37"	1
"2020-10-03"	"E06000014"	"B.1.160"	2
"2020-10-03"	"E06000014"	"B.1.177"	7
"2020-10-03"	"E06000014"	"B.1.177.4"	2
"2020-10-03"	"E06000014"	"B.1.177.56"	1
"2020-10-03"	"E06000014"	"B.1.177.57"	1
"2020-10-03"	"E06000014"	"B.1.221.1"	1
"2020-10-03"	"E06000014"	"B.1.235"	1
"2020-10-03"	"E06000015"	"AD.2"	2
"2020-10-03"	"E06000015"	"B.1.1.305"	1
"2020-10-03"	"E06000015"	"B.1.177"	5
"2020-10-03"	"E06000015"	"B.1.177.54"	1
"2020-10-03"	"E06000015"	"B.1.177.57"	1
"2020-10-03"	"E06000015"	"B.1.177.7"	1
"2020-10-03"	"E06000016"	"B.1.1.301"	1
"2020-10-03"	"E06000016"	"B.1.177.57"	1
"2020-10-03"	"E06000018"	"B.1.1"	1
"2020-10-03"	"E06000018"	"B.1.1.138"	2
"2020-10-03"	"E06000018"	"B.1.1.303"	1
"2020-10-03"	"E06000018"	"B.1.177"	1
"2020-10-03"	"E06000018"	"B.1.177.16"	6
"2020-10-03"	"E06000018"	"B.1.177.20"	1
"2020-10-03"	"E06000018"	"B.1.177.4"	1
"2020-10-03"	"E06000018"	"B.1.177.54"	1
"2020-10-03"	"E06000018"	"B.1.177.57"	4
"2020-10-03"	"E06000018"	"B.1.36.17"	1
"2020-10-03"	"E06000018"	"Z.1"	1
"2020-10-03"	"E06000022"	"B.1.177"	1
"2020-10-03"	"E06000023"	"B.1.1"	3
"2020-10-03"	"E06000023"	"B.1.1.37"	1
"2020-10-03"	"E06000023"	"B.1.177"	2
"2020-10-03"	"E06000023"	"B.1.177.4"	1
"2020-10-03"	"E06000023"	"B.1.177.57"	2
"2020-10-03"	"E06000023"	"B.1.258.4"	1
"2020-10-03"	"E06000024"	"B.1.177.4"	1
"2020-10-03"	"E06000024"	"B.1.177.6"	1
"2020-10-03"	"E06000025"	"B.1.1.37"	1
"2020-10-03"	"E06000025"	"B.1.160.23"	1
"2020-10-03"	"E06000025"	"B.1.177"	3
"2020-10-03"	"E06000025"	"B.1.36.17"	1
"2020-10-03"	"E06000026"	"AD.2"	1
"2020-10-03"	"E06000026"	"B.1.177.15"	3
"2020-10-03"	"E06000030"	"B.1"	1
"2020-10-03"	"E06000030"	"B.1.1.301"	2
"2020-10-03"	"E06000031"	"B.1.1"	1
"2020-10-03"	"E06000031"	"B.1.36"	1
"2020-10-03"	"E06000031"	"B.1.471"	2
"2020-10-03"	"E06000032"	"B.1.1"	1
"2020-10-03"	"E06000032"	"B.1.1.220"	1
"2020-10-03"	"E06000032"	"B.1.1.37"	1
"2020-10-03"	"E06000032"	"B.1.36.17"	1
"2020-10-03"	"E06000033"	"B.1.160.23"	1
"2020-10-03"	"E06000033"	"B.1.177"	1
"2020-10-03"	"E06000033"	"B.1.177.18"	1
"2020-10-03"	"E06000034"	"Lineage data suppressed"	2
"2020-10-03"	"E06000037"	"Lineage data suppressed"	1
"2020-10-03"	"E06000039"	"Lineage data suppressed"	1
"2020-10-03"	"E06000040"	"B.1.177"	3
"2020-10-03"	"E06000040"	"B.1.177.4"	1
"2020-10-03"	"E06000042"	"B.1.1.37"	1
"2020-10-03"	"E06000042"	"B.1.177"	1
"2020-10-03"	"E06000042"	"B.1.177.4"	1
"2020-10-03"	"E06000042"	"B.1.177.82"	1
"2020-10-03"	"E06000042"	"B.1.235"	1
"2020-10-03"	"E06000042"	"B.1.258"	1
"2020-10-03"	"E06000043"	"B.1.177"	1
"2020-10-03"	"E06000044"	"Lineage data suppressed"	1
"2020-10-03"	"E06000045"	"B.1"	1
"2020-10-03"	"E06000045"	"B.1.177"	2
"2020-10-03"	"E06000045"	"B.1.177.7"	1
"2020-10-03"	"E06000047"	"AD.2"	20
"2020-10-03"	"E06000047"	"B.1.1"	10
"2020-10-03"	"E06000047"	"B.1.1.302"	1
"2020-10-03"	"E06000047"	"B.1.1.303"	1
