"country","age_group_model","date","population","S","V","R","cum_hosp","cum_deaths","cum_inc_hosp","cum_inc_deaths","cum_hosp_u","cum_deaths_u","cum_inc_hosp_u","cum_inc_deaths_u","cum_hosp_v","cum_deaths_v","cum_inc_hosp_v","cum_inc_deaths_v","cum_hosp_i","cum_deaths_i","cum_inc_hosp_i","cum_inc_deaths_i","cum_prop_exp","population_q95l","S_q95l","V_q95l","R_q95l","cum_hosp_q95l","cum_deaths_q95l","cum_inc_hosp_q95l","cum_inc_deaths_q95l","cum_hosp_u_q95l","cum_deaths_u_q95l","cum_inc_hosp_u_q95l","cum_inc_deaths_u_q95l","cum_hosp_v_q95l","cum_deaths_v_q95l","cum_inc_hosp_v_q95l","cum_inc_deaths_v_q95l","cum_hosp_i_q95l","cum_deaths_i_q95l","cum_inc_hosp_i_q95l","cum_inc_deaths_i_q95l","cum_prop_exp_q95l","population_q95u","S_q95u","V_q95u","R_q95u","cum_hosp_q95u","cum_deaths_q95u","cum_inc_hosp_q95u","cum_inc_deaths_q95u","cum_hosp_u_q95u","cum_deaths_u_q95u","cum_inc_hosp_u_q95u","cum_inc_deaths_u_q95u","cum_hosp_v_q95u","cum_deaths_v_q95u","cum_inc_hosp_v_q95u","cum_inc_deaths_v_q95u","cum_hosp_i_q95u","cum_deaths_i_q95u","cum_inc_hosp_i_q95u","cum_inc_deaths_i_q95u","cum_prop_exp_q95u","pop_prop_u","pop_prop_v","pop_prop_i"
"Austria","0-39",2021-11-21,4109183,1792493.50671791,1919982.66951549,383190.169230192,2685.68182788266,69.4289055962798,0.000653580487382201,1.68960364131458e-05,2546.87470085373,65.8405330719321,0.000619800748921071,1.60227794848592e-05,115.805125948399,2.99373628016424,2.81820317927915e-05,7.2854781112553e-07,23.1123887285341,0.597489930529524,5.62457031690584e-06,1.45403582787509e-07,0.0966317054874336,4109183,1622759.46723742,1892692.20897337,259113.121342585,2453.79878192315,63.4343808739764,0.000597150037348824,1.54372245952484e-05,2305.707115361,59.605989070537,0.000561110837692309,1.45055572045677e-05,114.159082330168,2.95118358261935,2.77814549340265e-05,7.18192298230414e-07,15.6285929703381,0.404022580175502,3.80333340480044e-06,9.8321875705098e-08,0.0648055373205652,4109183,1911428.72905257,1933491.86413026,564210.995528735,2848.01415978336,73.6254399862145,0.000693085258014393,1.79172940183522e-05,2715.86449505343,70.2091728523244,0.000660925662121504,1.70859202066017e-05,116.619942669749,3.01480051510561,2.83803234535306e-05,7.33673948107351e-07,34.0307891503858,0.879746965324538,8.28164361392175e-06,2.14092914655915e-07,0.144150085769445,0.199024416716769,0.213179813190119,0.0425464302307461
"Austria","40-49",2021-11-21,1178265,294577.124693319,793578.362997416,88986.3115654966,1851.75608615113,130.83376290479,0.00157159559704407,0.000111039335722261,1641.1356503315,115.952610768109,0.00139284087224139,9.84096198801707e-05,189.474893190173,13.387137390879,0.000160808386220564,1.13617372924418e-05,21.2463855687492,1.50113969127803,1.80319245405314e-05,1.27402553014647e-06,0.0767292587903397,1178265,266020.327766227,783743.694367287,66889.0631709252,1699.0753575525,120.046276145097,0.00144201462111877,0.000101883936249568,1482.04122796207,104.711971623714,0.00125781655906105,8.88696274808418e-05,187.126766180742,13.2212330942346,0.000158815517884976,1.12209334014289e-05,15.970443110409,1.12837385741485,1.35542030955762e-05,9.57657112292102e-07,0.0575550401160626,1178265,314701.159484793,796956.769362376,122398.732734651,1959.2252749689,138.426878696765,0.00166280528995506,0.000117483654947542,1753.24982402771,123.873912789401,0.00148799278942149,0.000105132472567208,190.281522018529,13.4441288516833,0.000161492976553262,1.14101062593587e-05,29.2239404359693,2.06478493869116,2.4802519327969e-05,1.75239435839235e-06,0.10760098074303,0.0327075329424986,0.0881127157351901,0.00988034193079329
"Austria","50-59",2021-11-21,1407000,154772.662290476,1067671.91779092,177895.73065299,2884.3921207496,262.758424434581,0.00205002993656688,0.000186750834708302,2182.8719237732,198.852293423532,0.00155143704603639,0.000141330698950627,601.16636490355,54.7642343592531,0.000427268205333013,3.89226967727456e-05,100.166472440143,9.12482881927661,7.11915227008836e-05,6.48530832926554e-06,0.132035314698951,1407000,119151.605640865,1045801.40664675,149578.828526111,2397.17497606024,218.374580573301,0.00170374909457018,0.000155205814195665,1680.48213926696,153.086273093335,0.00119437252257779,0.000108803321317225,588.851893141172,53.6424273903727,0.000418515915523221,3.81253926015442e-05,84.2222775678385,7.67236628039756,5.98594723296649e-05,5.45299664562727e-06,0.109029935971649,1407000,180866.89141867,1074566.07823491,217692.907373484,3239.54876229357,295.112000447533,0.00230245114590872,0.000209745558242738,2550.89790002433,232.378222553846,0.00181300490406846,0.000165158651424198,605.048210350746,55.1178574263898,0.00043002715732107,3.9174028021599e-05,122.574783142915,11.1661505740598,8.71178273936854e-05,7.93614113294943e-06,0.168170442364976,0.0171847422155885,0.11854591377142,0.0197521463240573
"Austria","60-69",2021-11-21,1033320,40232.9773381017,867351.085600905,118874.97375695,4220.05235163507,528.336928717227,0.00408397432705751,0.000511300399408922,2192.70721311419,274.519864302398,0.00212200210304087,0.00026566781278055,1790.90753677308,224.215840219905,0.00173315868924736,0.000216985870998243,247.204251030215,30.9491739314149,0.000239233007229334,2.99511999491105e-05,0.121966911152626,1033320,22881.6082413858,849891.285656347,101535.156303449,3109.72897812158,389.328026958218,0.00300945397178181,0.000376773919945629,1211.84353390427,151.718898215626,0.00117276693948078,0.000146826634745893,1511.17454898358,189.194173491392,0.00146244585315641,0.000183093498133581,199.145626155565,24.9323892929971,0.000192724060461004,2.41284300052231e-05,0.102290752384893,1033320,54956.2358622394,874575.958133776,140171.953823104,5748.69275879374,719.717772509243,0.00556332284170803,0.000696510057396783,3337.913142554,417.89594956716,0.00323028020608718,0.000404420653396005,2246.23082051249,281.220844966977,0.0021737998108161,0.000272152716454706,314.234678264726,39.3411669595784,0.000304101999636827,3.80725883168606e-05,0.152760880238379,0.00446715417237761,0.0963038600995853,0.013198944501349
"Austria","70-79",2021-11-21,790437,60903.6012009761,637994.922608985,88507.7650466221,8075.66269681081,2097.20017386295,0.0102167063242369,0.00265321609927539,5591.81583485838,1452.16035096446,0.00707433462104935,0.00183716140687298,2186.36724541932,567.786187702143,0.00276602340910069,0.000718319344491898,304.919292489807,79.1856734052095,0.000385760398981585,0.000100179613815155,0.116054704058709,790437,47853.9923678237,632124.899942903,77954.4615639682,6488.94774346868,1685.14001085848,0.00820931680003426,0.00213190932466279,4178.59103422443,1085.1545190329,0.00528643147300092,0.00137285390111153,1937.53961107627,503.167174499038,0.00245122585490845,0.00063656834700177,256.854479480819,66.70353574139,0.000324952500301503,8.43881748215102e-05,0.101106601688976,790437,70530.9798325138,640781.92769788,102541.131032887,10319.6707907657,2679.95534126946,0.0130556524944628,0.00339047304373335,7285.60073872421,1892.02592470584,0.00921718079837383,0.00239364544512192,2681.75296425279,696.434825906834,0.0033927472578495,0.000881075690923924,376.068529516422,97.6626946530787,0.000475772932588457,0.000123555317695248,0.136304348994904,0.00676225808324926,0.0708379510802302,0.00982720787957697
"Austria","80+",2021-11-21,488195,0,454940.597620932,75919.7331815717,5131.50786076953,1624.0634755623,0.0105111847945381,0.00332666962087343,0,0,0,0,4385.55907391229,1387.97922659592,0.00898321177790081,0.00284308365836586,737.568526793606,233.431992621007,0.00151080721185921,0.000478153181865867,0.171690553899087,488195,0,441980.248133666,66792.7298930889,4532.34642222275,1434.43574143207,0.00928388537822541,0.00293824340976879,0,0,0,0,3857.9319185954,1220.99127394832,0.00790244045636559,0.00250103191132297,625.290693809337,197.897344207219,0.00128082158524634,0.0004053653646744,0.14723306200669,488195,0,462455.870959038,88131.5330865623,5845.80372187146,1850.12993599388,0.0119743211664836,0.00378973552779909,0,0,0,0,5029.11511179894,1591.65734304191,0.0103014473966324,0.00326029013619948,861.997384163109,272.812301107849,0.00176568253292866,0.000558818302333799,0.206448420144276,0,0.0505130349108336,0.00842953157549872
"Belgium","0-39",2021-11-21,5505036,1314984.87123756,3187733.86682039,976417.422687961,1918.01537327708,49.1093164998858,0.00034841105004165,8.92079842890869e-06,1715.00484339492,43.9113873006594,0.000311533810749815,7.97658494888306e-06,155.013330120134,3.96899764461604,2.8158458931083e-05,7.20975783739841e-07,47.4812900328945,1.21572208117741,8.62506440155786e-06,2.20838170936104e-07,0.182449182235283,5505036,977202.881273119,3092619.69864916,752790.77619107,1491.24654223978,38.1822269828016,0.00027088770032381,6.93587235084414e-06,1274.46916768376,32.6318082659919,0.000231509688162576,5.92762849616095e-06,150.388112154703,3.85057247952603,2.73182795089266e-05,6.99463632849273e-07,36.606758900326,0.937288036711561,6.64968565152453e-06,1.70260110326538e-07,0.139309885668169,5505036,1542681.62708289,3210517.81233723,1299858.5749453,2203.98020961364,56.4312274233927,0.000400357092962451,1.02508371286569e-05,2011.96722497162,51.5148819504631,0.000365477578161455,9.35777385478735e-06,156.12126930684,3.99736557928983,2.83597181393255e-05,7.26128871689455e-07,63.209607453355,1.6184336076455,1.14821424334655e-05,2.93991466658074e-07,0.258848500488647,0.113462333112466,0.275050861635139,0.0842493334281275
"Belgium","40-49",2021-11-21,1518439,81076.8106629809,1237901.10067689,195551.789219058,757.596952057604,53.1572530684963,0.000498931436862201,3.50078291380137e-05,451.691707333758,31.6932252062845,0.000297471091913312,2.0872241299311e-05,265.007941410417,18.5944436629152,0.000174526564063763,1.22457626963712e-05,41.8634227497895,2.93737256217622,2.75700391980116e-05,1.93446859714234e-06,0.132498681788505,1518439,31711.5621837349,1198869.51475297,154413.810257517,490.093009968533,34.3876751603835,0.000322761078955778,2.26467280940383e-05,176.670117483198,12.3961669645585,0.00011634982866167,8.16375696656794e-06,256.652120230497,18.0081523791125,0.000169023661951845,1.18596482170917e-05,33.0566682260058,2.31944126557402,2.17701654304228e-05,1.5275169207153e-06,0.102467098246258,1518439,117694.854974435,1247763.47782617,249411.479259545,955.20055862575,67.0222311352985,0.000629067455871293,4.4138902606755e-05,655.696611066557,46.0073541845536,0.000431822820058334,3.0299112565308e-05,267.119263764291,18.7425858821801,0.000175917019889696,1.23433248765213e-05,53.3936213858742,3.74639597415338,3.51634944741766e-05,2.46726801284304e-06,0.184294430975984,0.00699564253578211,0.106811226590846,0.0168730171231781
"Belgium","50-59",2021-11-21,1598741,0,1385993.71629549,294298.136297716,964.182231183399,88.1998611247429,0.000603088449713492,5.51683237777369e-05,0,0,0,0,797.348376672639,72.9385108085331,0.000498735177663323,4.56224684351831e-05,169.306785792627,15.4875650177232,0.000105900071238948,9.68735087029303e-06,0.203905055622837,1598741,0,1330585.25168434,249304.574049399,942.824932838407,86.2461736504197,0.000589729626523875,5.39463075322518e-05,0,0,0,0,765.472439002654,70.0226167121828,0.000478797027787899,4.37985994680707e-05,143.422437690888,13.1197596028943,8.97096138091711e-05,8.20630708970012e-06,0.169363647785735,1598741,0,1403237.17582184,359331.15592952,991.270314769909,90.6777798554513,0.000620031834280793,5.67182425767847e-05,0,0,0,0,807.26836714583,73.8459552249485,0.00050494005417127,4.61900678252127e-05,206.719634078934,18.909955429423,0.000129301515429287,1.18280293239636e-05,0.262994269168427,0,0.119589269937459,0.0253932603373327
"Belgium","60-69",2021-11-21,1369876,0,1222249.85508969,208910.478783314,3222.90755629246,412.570386998199,0.00235270021249548,0.000301173527383645,0,0,0,0,2745.86219085057,351.502923039515,0.00200446039703635,0.000256594701301078,473.75088936493,60.6457319523233,0.000345834870721825,4.42709646364513e-05,0.168105220925333,1369876,0,1192244.00911395,185013.710094085,2671.32205219486,341.960901335528,0.00195004661166037,0.000249629091491148,0,0,0,0,2259.06591905068,289.18722743303,0.00164910248741542,0.000211104674753796,386.412423933332,49.465372648318,0.000282078395368144,3.61093797163525e-05,0.145628365855484,1369876,0,1235346.35258466,239015.193518503,4315.24931945617,552.403086537735,0.00315010214023472,0.000403250430358467,0,0,0,0,3677.75720373601,470.796535838674,0.00268473730741762,0.000343678213092772,622.783194377328,79.7236343371284,0.000454627422027489,5.8197701351895e-05,0.203651708922287,0,0.10546077239226,0.0180256601067122
