"areaCode","areaName","areaType","date","age","VaccineRegisterPopulationByVaccinationDate","cumPeopleVaccinatedCompleteByVaccinationDate","newPeopleVaccinatedCompleteByVaccinationDate","cumPeopleVaccinatedFirstDoseByVaccinationDate","newPeopleVaccinatedFirstDoseByVaccinationDate","cumPeopleVaccinatedSecondDoseByVaccinationDate","newPeopleVaccinatedSecondDoseByVaccinationDate","cumVaccinationFirstDoseUptakeByVaccinationDatePercentage","cumVaccinationCompleteCoverageByVaccinationDatePercentage","cumVaccinationSecondDoseUptakeByVaccinationDatePercentage"
"E92000001","England","nation","2021-11-28","12_15",2879525,17497,459,1188937,6475,17497,459,41.3,0.6,0.6
"E92000001","England","nation","2021-11-28","16_17",1369364,242155,11711,811434,1407,242155,11711,59.3,17.7,17.7
"E92000001","England","nation","2021-11-28","18_24",5331859,3129806,2792,3618466,1405,3129806,2792,67.9,58.7,58.7
"E92000001","England","nation","2021-11-28","25_29",4505879,2651505,1748,2957096,971,2651505,1748,65.6,58.8,58.8
"E92000001","England","nation","2021-11-28","30_34",4816149,2987234,1529,3265744,900,2987234,1529,67.8,62,62
"E92000001","England","nation","2021-11-28","35_39",4577399,3065841,1080,3280260,542,3065841,1080,71.7,67,67
"E92000001","England","nation","2021-11-28","40_44",4203330,3069479,750,3227679,362,3069479,750,76.8,73,73
"E92000001","England","nation","2021-11-28","45_49",3990390,3154468,557,3273964,256,3154468,557,82,79.1,79.1
"E92000001","England","nation","2021-11-28","50_54",4243493,3576055,470,3673356,213,3576055,470,86.6,84.3,84.3
"E92000001","England","nation","2021-11-28","55_59",4117987,3579291,778,3662983,147,3579291,778,89,86.9,86.9
"E92000001","England","nation","2021-11-28","60_64",3506304,3116781,724,3180162,125,3116781,724,90.7,88.9,88.9
"E92000001","England","nation","2021-11-28","65_69",2918584,2664604,142,2698247,90,2664604,142,92.5,91.3,91.3
"E92000001","England","nation","2021-11-28","70_74",2860450,2681894,68,2704895,58,2681894,68,94.6,93.8,93.8
"E92000001","England","nation","2021-11-28","75_79",2155056,2046447,51,2061831,37,2046447,51,95.7,95,95
"E92000001","England","nation","2021-11-28","80_84",1437161,1366264,26,1376688,23,1366264,26,95.8,95.1,95.1
"E92000001","England","nation","2021-11-28","85_89",885995,841502,20,848780,9,841502,20,95.8,95,95
"E92000001","England","nation","2021-11-28","90+",499919,466202,14,471259,0,466202,14,94.3,93.3,93.3
"E92000001","England","nation","2021-11-27","12_15",2879525,17038,669,1182462,7955,17038,669,41.1,0.6,0.6
"E92000001","England","nation","2021-11-27","16_17",1369364,230444,13462,810027,1843,230444,13462,59.2,16.8,16.8
"E92000001","England","nation","2021-11-27","18_24",5331859,3127014,4534,3617061,2600,3127014,4534,67.8,58.6,58.6
"E92000001","England","nation","2021-11-27","25_29",4505879,2649757,2878,2956125,1719,2649757,2878,65.6,58.8,58.8
"E92000001","England","nation","2021-11-27","30_34",4816149,2985705,2513,3264844,1377,2985705,2513,67.8,62,62
"E92000001","England","nation","2021-11-27","35_39",4577399,3064761,1881,3279718,1027,3064761,1881,71.7,67,67
"E92000001","England","nation","2021-11-27","40_44",4203330,3068729,1291,3227317,645,3068729,1291,76.8,73,73
"E92000001","England","nation","2021-11-27","45_49",3990390,3153911,1027,3273708,535,3153911,1027,82,79,79
"E92000001","England","nation","2021-11-27","50_54",4243493,3575585,931,3673143,384,3575585,931,86.6,84.3,84.3
"E92000001","England","nation","2021-11-27","55_59",4117987,3578513,1367,3662836,300,3578513,1367,88.9,86.9,86.9
"E92000001","England","nation","2021-11-27","60_64",3506304,3116057,1302,3180037,230,3116057,1302,90.7,88.9,88.9
"E92000001","England","nation","2021-11-27","65_69",2918584,2664462,358,2698157,161,2664462,358,92.4,91.3,91.3
"E92000001","England","nation","2021-11-27","70_74",2860450,2681826,172,2704837,142,2681826,172,94.6,93.8,93.8
"E92000001","England","nation","2021-11-27","75_79",2155056,2046396,100,2061794,96,2046396,100,95.7,95,95
"E92000001","England","nation","2021-11-27","80_84",1437161,1366238,53,1376665,64,1366238,53,95.8,95.1,95.1
"E92000001","England","nation","2021-11-27","85_89",885995,841482,27,848771,25,841482,27,95.8,95,95
"E92000001","England","nation","2021-11-27","90+",499919,466188,11,471259,7,466188,11,94.3,93.3,93.3
"E92000001","England","nation","2021-11-26","12_15",2879525,16369,256,1174507,6231,16369,256,40.8,0.6,0.6
"E92000001","England","nation","2021-11-26","16_17",1369364,216982,7121,808184,1268,216982,7121,59,15.8,15.8
"E92000001","England","nation","2021-11-26","18_24",5331859,3122480,3566,3614461,2043,3122480,3566,67.8,58.6,58.6
"E92000001","England","nation","2021-11-26","25_29",4505879,2646879,2384,2954406,1446,2646879,2384,65.6,58.7,58.7
"E92000001","England","nation","2021-11-26","30_34",4816149,2983192,2160,3263467,1249,2983192,2160,67.8,61.9,61.9
"E92000001","England","nation","2021-11-26","35_39",4577399,3062880,1596,3278691,934,3062880,1596,71.6,66.9,66.9
"E92000001","England","nation","2021-11-26","40_44",4203330,3067438,1198,3226672,650,3067438,1198,76.8,73,73
"E92000001","England","nation","2021-11-26","45_49",3990390,3152884,838,3273173,464,3152884,838,82,79,79
"E92000001","England","nation","2021-11-26","50_54",4243493,3574654,805,3672759,344,3574654,805,86.6,84.2,84.2
"E92000001","England","nation","2021-11-26","55_59",4117987,3577146,1206,3662536,262,3577146,1206,88.9,86.9,86.9
"E92000001","England","nation","2021-11-26","60_64",3506304,3114755,1118,3179807,212,3114755,1118,90.7,88.8,88.8
"E92000001","England","nation","2021-11-26","65_69",2918584,2664104,304,2697996,185,2664104,304,92.4,91.3,91.3
"E92000001","England","nation","2021-11-26","70_74",2860450,2681654,139,2704695,127,2681654,139,94.6,93.7,93.7
"E92000001","England","nation","2021-11-26","75_79",2155056,2046296,84,2061698,58,2046296,84,95.7,95,95
"E92000001","England","nation","2021-11-26","80_84",1437161,1366185,56,1376601,42,1366185,56,95.8,95.1,95.1
"E92000001","England","nation","2021-11-26","85_89",885995,841455,29,848746,22,841455,29,95.8,95,95
"E92000001","England","nation","2021-11-26","90+",499919,466177,32,471252,6,466177,32,94.3,93.3,93.3
"E92000001","England","nation","2021-11-25","12_15",2879525,16113,309,1168276,8427,16113,309,40.6,0.6,0.6
"E92000001","England","nation","2021-11-25","16_17",1369364,209861,5401,806916,1238,209861,5401,58.9,15.3,15.3
"E92000001","England","nation","2021-11-25","18_24",5331859,3118914,3806,3612418,2119,3118914,3806,67.8,58.5,58.5
"E92000001","England","nation","2021-11-25","25_29",4505879,2644495,2269,2952960,1474,2644495,2269,65.5,58.7,58.7
"E92000001","England","nation","2021-11-25","30_34",4816149,2981032,2014,3262218,1292,2981032,2014,67.7,61.9,61.9
"E92000001","England","nation","2021-11-25","35_39",4577399,3061284,1507,3277757,879,3061284,1507,71.6,66.9,66.9
"E92000001","England","nation","2021-11-25","40_44",4203330,3066240,1031,3226022,581,3066240,1031,76.7,72.9,72.9
"E92000001","England","nation","2021-11-25","45_49",3990390,3152046,857,3272709,452,3152046,857,82,79,79
"E92000001","England","nation","2021-11-25","50_54",4243493,3573849,762,3672415,318,3573849,762,86.5,84.2,84.2
"E92000001","England","nation","2021-11-25","55_59",4117987,3575940,1396,3662274,280,3575940,1396,88.9,86.8,86.8
"E92000001","England","nation","2021-11-25","60_64",3506304,3113637,1421,3179595,189,3113637,1421,90.7,88.8,88.8
"E92000001","England","nation","2021-11-25","65_69",2918584,2663800,326,2697811,170,2663800,326,92.4,91.3,91.3
"E92000001","England","nation","2021-11-25","70_74",2860450,2681515,149,2704568,113,2681515,149,94.6,93.7,93.7
"E92000001","England","nation","2021-11-25","75_79",2155056,2046212,84,2061640,67,2046212,84,95.7,94.9,94.9
"E92000001","England","nation","2021-11-25","80_84",1437161,1366129,65,1376559,54,1366129,65,95.8,95.1,95.1
"E92000001","England","nation","2021-11-25","85_89",885995,841426,48,848724,31,841426,48,95.8,95,95
"E92000001","England","nation","2021-11-25","90+",499919,466145,51,471246,16,466145,51,94.3,93.2,93.2
"E92000001","England","nation","2021-11-24","12_15",2879525,15804,283,1159849,8742,15804,283,40.3,0.5,0.5
"E92000001","England","nation","2021-11-24","16_17",1369364,204460,5313,805678,1211,204460,5313,58.8,14.9,14.9
"E92000001","England","nation","2021-11-24","18_24",5331859,3115108,3732,3610299,2048,3115108,3732,67.7,58.4,58.4
"E92000001","England","nation","2021-11-24","25_29",4505879,2642226,2378,2951486,1457,2642226,2378,65.5,58.6,58.6
"E92000001","England","nation","2021-11-24","30_34",4816149,2979018,2046,3260926,1194,2979018,2046,67.7,61.9,61.9
"E92000001","England","nation","2021-11-24","35_39",4577399,3059777,1598,3276878,903,3059777,1598,71.6,66.8,66.8
"E92000001","England","nation","2021-11-24","40_44",4203330,3065209,1096,3225441,624,3065209,1096,76.7,72.9,72.9
"E92000001","England","nation","2021-11-24","45_49",3990390,3151189,842,3272257,427,3151189,842,82,79,79
"E92000001","England","nation","2021-11-24","50_54",4243493,3573087,751,3672097,347,3573087,751,86.5,84.2,84.2
"E92000001","England","nation","2021-11-24","55_59",4117987,3574544,1056,3661994,249,3574544,1056,88.9,86.8,86.8
"E92000001","England","nation","2021-11-24","60_64",3506304,3112216,730,3179406,205,3112216,730,90.7,88.8,88.8
"E92000001","England","nation","2021-11-24","65_69",2918584,2663474,279,2697641,150,2663474,279,92.4,91.3,91.3
"E92000001","England","nation","2021-11-24","70_74",2860450,2681366,152,2704455,141,2681366,152,94.5,93.7,93.7
"E92000001","England","nation","2021-11-24","75_79",2155056,2046128,86,2061573,75,2046128,86,95.7,94.9,94.9
"E92000001","England","nation","2021-11-24","80_84",1437161,1366064,77,1376505,44,1366064,77,95.8,95.1,95.1
"E92000001","England","nation","2021-11-24","85_89",885995,841378,65,848693,29,841378,65,95.8,95,95
"E92000001","England","nation","2021-11-24","90+",499919,466094,44,471230,19,466094,44,94.3,93.2,93.2
"E92000001","England","nation","2021-11-23","12_15",2879525,15521,243,1151107,8812,15521,243,40,0.5,0.5
"E92000001","England","nation","2021-11-23","16_17",1369364,199147,4091,804467,1152,199147,4091,58.7,14.5,14.5
"E92000001","England","nation","2021-11-23","18_24",5331859,3111376,3592,3608251,2050,3111376,3592,67.7,58.4,58.4
"E92000001","England","nation","2021-11-23","25_29",4505879,2639848,2344,2950029,1482,2639848,2344,65.5,58.6,58.6
"E92000001","England","nation","2021-11-23","30_34",4816149,2976972,2112,3259732,1236,2976972,2112,67.7,61.8,61.8
"E92000001","England","nation","2021-11-23","35_39",4577399,3058179,1550,3275975,937,3058179,1550,71.6,66.8,66.8
"E92000001","England","nation","2021-11-23","40_44",4203330,3064113,1044,3224817,615,3064113,1044,76.7,72.9,72.9
"E92000001","England","nation","2021-11-23","45_49",3990390,3150347,745,3271830,449,3150347,745,82,78.9,78.9
"E92000001","England","nation","2021-11-23","50_54",4243493,3572336,659,3671750,274,3572336,659,86.5,84.2,84.2
"E92000001","England","nation","2021-11-23","55_59",4117987,3573488,1018,3661745,238,3573488,1018,88.9,86.8,86.8
"E92000001","England","nation","2021-11-23","60_64",3506304,3111486,783,3179201,177,3111486,783,90.7,88.7,88.7
"E92000001","England","nation","2021-11-23","65_69",2918584,2663195,228,2697491,144,2663195,228,92.4,91.2,91.2
"E92000001","England","nation","2021-11-23","70_74",2860450,2681214,156,2704314,130,2681214,156,94.5,93.7,93.7
"E92000001","England","nation","2021-11-23","75_79",2155056,2046042,95,2061498,77,2046042,95,95.7,94.9,94.9
"E92000001","England","nation","2021-11-23","80_84",1437161,1365987,66,1376461,44,1365987,66,95.8,95,95
"E92000001","England","nation","2021-11-23","85_89",885995,841313,61,848664,23,841313,61,95.8,95,95
"E92000001","England","nation","2021-11-23","90+",499919,466050,38,471211,10,466050,38,94.3,93.2,93.2
"E92000001","England","nation","2021-11-22","12_15",2879525,15278,190,1142295,8880,15278,190,39.7,0.5,0.5
"E92000001","England","nation","2021-11-22","16_17",1369364,195056,2370,803315,989,195056,2370,58.7,14.2,14.2
"E92000001","England","nation","2021-11-22","18_24",5331859,3107784,3364,3606201,1704,3107784,3364,67.6,58.3,58.3
"E92000001","England","nation","2021-11-22","25_29",4505879,2637504,2144,2948547,1261,2637504,2144,65.4,58.5,58.5
"E92000001","England","nation","2021-11-22","30_34",4816149,2974860,1860,3258496,1149,2974860,1860,67.7,61.8,61.8
"E92000001","England","nation","2021-11-22","35_39",4577399,3056629,1429,3275038,763,3056629,1429,71.5,66.8,66.8
"E92000001","England","nation","2021-11-22","40_44",4203330,3063069,878,3224202,532,3063069,878,76.7,72.9,72.9
"E92000001","England","nation","2021-11-22","45_49",3990390,3149602,665,3271381,410,3149602,665,82,78.9,78.9
"E92000001","England","nation","2021-11-22","50_54",4243493,3571677,523,3671476,286,3571677,523,86.5,84.2,84.2
"E92000001","England","nation","2021-11-22","55_59",4117987,3572470,631,3661507,242,3572470,631,88.9,86.8,86.8
"E92000001","England","nation","2021-11-22","60_64",3506304,3110703,426,3179024,161,3110703,426,90.7,88.7,88.7
"E92000001","England","nation","2021-11-22","65_69",2918584,2662967,202,2697347,142,2662967,202,92.4,91.2,91.2
"E92000001","England","nation","2021-11-22","70_74",2860450,2681058,111,2704184,97,2681058,111,94.5,93.7,93.7
"E92000001","England","nation","2021-11-22","75_79",2155056,2045947,55,2061421,57,2045947,55,95.7,94.9,94.9
"E92000001","England","nation","2021-11-22","80_84",1437161,1365921,66,1376417,31,1365921,66,95.8,95,95
"E92000001","England","nation","2021-11-22","85_89",885995,841252,29,848641,21,841252,29,95.8,94.9,94.9
"E92000001","England","nation","2021-11-22","90+",499919,466012,28,471201,8,466012,28,94.3,93.2,93.2
"E92000001","England","nation","2021-11-21","12_15",2879525,15088,205,1133415,6232,15088,205,39.4,0.5,0.5
"E92000001","England","nation","2021-11-21","16_17",1369364,192686,2050,802326,1008,192686,2050,58.6,14.1,14.1
"E92000001","England","nation","2021-11-21","18_24",5331859,3104420,2525,3604497,1174,3104420,2525,67.6,58.2,58.2
"E92000001","England","nation","2021-11-21","25_29",4505879,2635360,1758,2947286,927,2635360,1758,65.4,58.5,58.5
"E92000001","England","nation","2021-11-21","30_34",4816149,2973000,1495,3257347,755,2973000,1495,67.6,61.7,61.7
"E92000001","England","nation","2021-11-21","35_39",4577399,3055200,1029,3274275,571,3055200,1029,71.5,66.7,66.7
"E92000001","England","nation","2021-11-21","40_44",4203330,3062191,653,3223670,306,3062191,653,76.7,72.9,72.9
"E92000001","England","nation","2021-11-21","45_49",3990390,3148937,472,3270971,226,3148937,472,82,78.9,78.9
"E92000001","England","nation","2021-11-21","50_54",4243493,3571154,368,3671190,177,3571154,368,86.5,84.2,84.2
"E92000001","England","nation","2021-11-21","55_59",4117987,3571839,445,3661265,115,3571839,445,88.9,86.7,86.7
"E92000001","England","nation","2021-11-21","60_64",3506304,3110277,296,3178863,87,3110277,296,90.7,88.7,88.7
"E92000001","England","nation","2021-11-21","65_69",2918584,2662765,137,2697205,72,2662765,137,92.4,91.2,91.2
"E92000001","England","nation","2021-11-21","70_74",2860450,2680947,81,2704087,41,2680947,81,94.5,93.7,93.7
"E92000001","England","nation","2021-11-21","75_79",2155056,2045892,40,2061364,31,2045892,40,95.7,94.9,94.9
"E92000001","England","nation","2021-11-21","80_84",1437161,1365855,25,1376386,26,1365855,25,95.8,95,95
"E92000001","England","nation","2021-11-21","85_89",885995,841223,21,848620,6,841223,21,95.8,94.9,94.9
"E92000001","England","nation","2021-11-21","90+",499919,465984,13,471193,2,465984,13,94.3,93.2,93.2
"E92000001","England","nation","2021-11-20","12_15",2879525,14883,685,1127183,9812,14883,685,39.1,0.5,0.5
"E92000001","England","nation","2021-11-20","16_17",1369364,190636,3686,801318,1782,190636,3686,58.5,13.9,13.9
"E92000001","England","nation","2021-11-20","18_24",5331859,3101895,4917,3603323,2599,3101895,4917,67.6,58.2,58.2
"E92000001","England","nation","2021-11-20","25_29",4505879,2633602,3214,2946359,1786,2633602,3214,65.4,58.4,58.4
"E92000001","England","nation","2021-11-20","30_34",4816149,2971505,2684,3256592,1516,2971505,2684,67.6,61.7,61.7
"E92000001","England","nation","2021-11-20","35_39",4577399,3054171,2040,3273704,1059,3054171,2040,71.5,66.7,66.7
"E92000001","England","nation","2021-11-20","40_44",4203330,3061538,1380,3223364,683,3061538,1380,76.7,72.8,72.8
"E92000001","England","nation","2021-11-20","45_49",3990390,3148465,1010,3270745,510,3148465,1010,82,78.9,78.9
"E92000001","England","nation","2021-11-20","50_54",4243493,3570786,830,3671013,388,3570786,830,86.5,84.1,84.1
"E92000001","England","nation","2021-11-20","55_59",4117987,3571394,859,3661150,288,3571394,859,88.9,86.7,86.7
"E92000001","England","nation","2021-11-20","60_64",3506304,3109981,651,3178776,262,3109981,651,90.7,88.7,88.7
"E92000001","England","nation","2021-11-20","65_69",2918584,2662628,294,2697133,158,2662628,294,92.4,91.2,91.2
"E92000001","England","nation","2021-11-20","70_74",2860450,2680866,189,2704046,141,2680866,189,94.5,93.7,93.7
"E92000001","England","nation","2021-11-20","75_79",2155056,2045852,95,2061333,121,2045852,95,95.7,94.9,94.9
"E92000001","England","nation","2021-11-20","80_84",1437161,1365830,83,1376360,59,1365830,83,95.8,95,95
"E92000001","England","nation","2021-11-20","85_89",885995,841202,52,848614,18,841202,52,95.8,94.9,94.9
"E92000001","England","nation","2021-11-20","90+",499919,465971,48,471191,10,465971,48,94.3,93.2,93.2
"E92000001","England","nation","2021-11-19","12_15",2879525,14198,312,1117371,11499,14198,312,38.8,0.5,0.5
"E92000001","England","nation","2021-11-19","16_17",1369364,186950,2158,799536,1175,186950,2158,58.4,13.7,13.7
"E92000001","England","nation","2021-11-19","18_24",5331859,3096978,4163,3600724,2181,3096978,4163,67.5,58.1,58.1
"E92000001","England","nation","2021-11-19","25_29",4505879,2630388,2753,2944573,1512,2630388,2753,65.3,58.4,58.4
"E92000001","England","nation","2021-11-19","30_34",4816149,2968821,2470,3255076,1398,2968821,2470,67.6,61.6,61.6
"E92000001","England","nation","2021-11-19","35_39",4577399,3052131,1876,3272645,885,3052131,1876,71.5,66.7,66.7
"E92000001","England","nation","2021-11-19","40_44",4203330,3060158,1275,3222681,616,3060158,1275,76.7,72.8,72.8
"E92000001","England","nation","2021-11-19","45_49",3990390,3147455,844,3270235,444,3147455,844,82,78.9,78.9
"E92000001","England","nation","2021-11-19","50_54",4243493,3569956,764,3670625,345,3569956,764,86.5,84.1,84.1
"E92000001","England","nation","2021-11-19","55_59",4117987,3570535,727,3660862,265,3570535,727,88.9,86.7,86.7
"E92000001","England","nation","2021-11-19","60_64",3506304,3109330,515,3178514,206,3109330,515,90.7,88.7,88.7
"E92000001","England","nation","2021-11-19","65_69",2918584,2662334,232,2696975,145,2662334,232,92.4,91.2,91.2
"E92000001","England","nation","2021-11-19","70_74",2860450,2680677,167,2703905,112,2680677,167,94.5,93.7,93.7
"E92000001","England","nation","2021-11-19","75_79",2155056,2045757,95,2061212,93,2045757,95,95.6,94.9,94.9
"E92000001","England","nation","2021-11-19","80_84",1437161,1365747,68,1376301,51,1365747,68,95.8,95,95
"E92000001","England","nation","2021-11-19","85_89",885995,841150,40,848596,19,841150,40,95.8,94.9,94.9
"E92000001","England","nation","2021-11-19","90+",499919,465923,30,471181,12,465923,30,94.3,93.2,93.2
"E92000001","England","nation","2021-11-18","12_15",2879525,13886,267,1105872,11871,13886,267,38.4,0.5,0.5
"E92000001","England","nation","2021-11-18","16_17",1369364,184792,1963,798361,1207,184792,1963,58.3,13.5,13.5
"E92000001","England","nation","2021-11-18","18_24",5331859,3092815,4038,3598543,2252,3092815,4038,67.5,58,58
"E92000001","England","nation","2021-11-18","25_29",4505879,2627635,2611,2943061,1487,2627635,2611,65.3,58.3,58.3
"E92000001","England","nation","2021-11-18","30_34",4816149,2966351,2229,3253678,1437,2966351,2229,67.6,61.6,61.6
"E92000001","England","nation","2021-11-18","35_39",4577399,3050255,1637,3271760,916,3050255,1637,71.5,66.6,66.6
"E92000001","England","nation","2021-11-18","40_44",4203330,3058883,1034,3222065,590,3058883,1034,76.7,72.8,72.8
"E92000001","England","nation","2021-11-18","45_49",3990390,3146611,741,3269791,421,3146611,741,81.9,78.9,78.9
"E92000001","England","nation","2021-11-18","50_54",4243493,3569192,619,3670280,351,3569192,619,86.5,84.1,84.1
"E92000001","England","nation","2021-11-18","55_59",4117987,3569808,673,3660597,257,3569808,673,88.9,86.7,86.7
"E92000001","England","nation","2021-11-18","60_64",3506304,3108815,550,3178308,208,3108815,550,90.6,88.7,88.7
"E92000001","England","nation","2021-11-18","65_69",2918584,2662102,260,2696830,174,2662102,260,92.4,91.2,91.2
"E92000001","England","nation","2021-11-18","70_74",2860450,2680510,167,2703793,121,2680510,167,94.5,93.7,93.7
"E92000001","England","nation","2021-11-18","75_79",2155056,2045662,100,2061119,93,2045662,100,95.6,94.9,94.9
"E92000001","England","nation","2021-11-18","80_84",1437161,1365679,75,1376250,61,1365679,75,95.8,95,95
"E92000001","England","nation","2021-11-18","85_89",885995,841110,66,848577,35,841110,66,95.8,94.9,94.9
"E92000001","England","nation","2021-11-18","90+",499919,465893,53,471169,15,465893,53,94.2,93.2,93.2
"E92000001","England","nation","2021-11-17","12_15",2879525,13619,285,1094001,14425,13619,285,38,0.5,0.5
"E92000001","England","nation","2021-11-17","16_17",1369364,182829,2210,797154,1330,182829,2210,58.2,13.4,13.4
"E92000001","England","nation","2021-11-17","18_24",5331859,3088777,4325,3596291,2352,3088777,4325,67.4,57.9,57.9
"E92000001","England","nation","2021-11-17","25_29",4505879,2625024,2688,2941574,1549,2625024,2688,65.3,58.3,58.3
"E92000001","England","nation","2021-11-17","30_34",4816149,2964122,2370,3252241,1408,2964122,2370,67.5,61.5,61.5
"E92000001","England","nation","2021-11-17","35_39",4577399,3048618,1755,3270844,995,3048618,1755,71.5,66.6,66.6
"E92000001","England","nation","2021-11-17","40_44",4203330,3057849,1209,3221475,593,3057849,1209,76.6,72.7,72.7
"E92000001","England","nation","2021-11-17","45_49",3990390,3145870,803,3269370,418,3145870,803,81.9,78.8,78.8
"E92000001","England","nation","2021-11-17","50_54",4243493,3568573,666,3669929,325,3568573,666,86.5,84.1,84.1
"E92000001","England","nation","2021-11-17","55_59",4117987,3569135,668,3660340,263,3569135,668,88.9,86.7,86.7
"E92000001","England","nation","2021-11-17","60_64",3506304,3108265,495,3178100,215,3108265,495,90.6,88.6,88.6
"E92000001","England","nation","2021-11-17","65_69",2918584,2661842,269,2696656,178,2661842,269,92.4,91.2,91.2
"E92000001","England","nation","2021-11-17","70_74",2860450,2680343,209,2703672,131,2680343,209,94.5,93.7,93.7
"E92000001","England","nation","2021-11-17","75_79",2155056,2045562,114,2061026,91,2045562,114,95.6,94.9,94.9
"E92000001","England","nation","2021-11-17","80_84",1437161,1365604,76,1376189,47,1365604,76,95.8,95,95
"E92000001","England","nation","2021-11-17","85_89",885995,841044,78,848542,34,841044,78,95.8,94.9,94.9
"E92000001","England","nation","2021-11-17","90+",499919,465840,56,471154,10,465840,56,94.2,93.2,93.2
"E92000001","England","nation","2021-11-16","12_15",2879525,13334,221,1079576,14510,13334,221,37.5,0.5,0.5
"E92000001","England","nation","2021-11-16","16_17",1369364,180619,1854,795824,1077,180619,1854,58.1,13.2,13.2
"E92000001","England","nation","2021-11-16","18_24",5331859,3084452,3602,3593939,1840,3084452,3602,67.4,57.8,57.8
"E92000001","England","nation","2021-11-16","25_29",4505879,2622336,2561,2940025,1414,2622336,2561,65.2,58.2,58.2
"E92000001","England","nation","2021-11-16","30_34",4816149,2961752,2184,3250833,1286,2961752,2184,67.5,61.5,61.5
"E92000001","England","nation","2021-11-16","35_39",4577399,3046863,1723,3269849,892,3046863,1723,71.4,66.6,66.6
"E92000001","England","nation","2021-11-16","40_44",4203330,3056640,989,3220882,564,3056640,989,76.6,72.7,72.7
"E92000001","England","nation","2021-11-16","45_49",3990390,3145067,743,3268952,381,3145067,743,81.9,78.8,78.8
"E92000001","England","nation","2021-11-16","50_54",4243493,3567907,580,3669604,310,3567907,580,86.5,84.1,84.1
"E92000001","England","nation","2021-11-16","55_59",4117987,3568467,588,3660077,280,3568467,588,88.9,86.7,86.7
"E92000001","England","nation","2021-11-16","60_64",3506304,3107770,385,3177885,202,3107770,385,90.6,88.6,88.6
"E92000001","England","nation","2021-11-16","65_69",2918584,2661573,258,2696478,150,2661573,258,92.4,91.2,91.2
"E92000001","England","nation","2021-11-16","70_74",2860450,2680134,166,2703541,139,2680134,166,94.5,93.7,93.7
"E92000001","England","nation","2021-11-16","75_79",2155056,2045448,108,2060935,81,2045448,108,95.6,94.9,94.9
"E92000001","England","nation","2021-11-16","80_84",1437161,1365528,84,1376142,43,1365528,84,95.8,95,95
"E92000001","England","nation","2021-11-16","85_89",885995,840966,58,848508,18,840966,58,95.8,94.9,94.9
"E92000001","England","nation","2021-11-16","90+",499919,465784,45,471144,15,465784,45,94.2,93.2,93.2
"E92000001","England","nation","2021-11-15","12_15",2879525,13113,113,1065066,17812,13113,113,37,0.5,0.5
"E92000001","England","nation","2021-11-15","16_17",1369364,178765,1389,794747,914,178765,1389,58,13.1,13.1
"E92000001","England","nation","2021-11-15","18_24",5331859,3080850,3755,3592099,1647,3080850,3755,67.4,57.8,57.8
"E92000001","England","nation","2021-11-15","25_29",4505879,2619775,2515,2938611,1304,2619775,2515,65.2,58.1,58.1
"E92000001","England","nation","2021-11-15","30_34",4816149,2959568,2146,3249547,1150,2959568,2146,67.5,61.5,61.5
"E92000001","England","nation","2021-11-15","35_39",4577399,3045140,1525,3268957,791,3045140,1525,71.4,66.5,66.5
"E92000001","England","nation","2021-11-15","40_44",4203330,3055651,988,3220318,504,3055651,988,76.6,72.7,72.7
"E92000001","England","nation","2021-11-15","45_49",3990390,3144324,650,3268571,355,3144324,650,81.9,78.8,78.8
"E92000001","England","nation","2021-11-15","50_54",4243493,3567327,520,3669294,275,3567327,520,86.5,84.1,84.1
"E92000001","England","nation","2021-11-15","55_59",4117987,3567879,456,3659797,195,3567879,456,88.9,86.6,86.6
"E92000001","England","nation","2021-11-15","60_64",3506304,3107385,333,3177683,174,3107385,333,90.6,88.6,88.6
"E92000001","England","nation","2021-11-15","65_69",2918584,2661315,185,2696328,118,2661315,185,92.4,91.2,91.2
"E92000001","England","nation","2021-11-15","70_74",2860450,2679968,109,2703402,99,2679968,109,94.5,93.7,93.7
"E92000001","England","nation","2021-11-15","75_79",2155056,2045340,77,2060854,63,2045340,77,95.6,94.9,94.9
"E92000001","England","nation","2021-11-15","80_84",1437161,1365444,50,1376099,32,1365444,50,95.8,95,95
"E92000001","England","nation","2021-11-15","85_89",885995,840908,41,848490,23,840908,41,95.8,94.9,94.9
"E92000001","England","nation","2021-11-15","90+",499919,465739,22,471129,9,465739,22,94.2,93.2,93.2
"E92000001","England","nation","2021-11-14","12_15",2879525,13000,188,1047254,9738,13000,188,36.4,0.5,0.5
"E92000001","England","nation","2021-11-14","16_17",1369364,177376,1750,793833,1036,177376,1750,58,13,13
"E92000001","England","nation","2021-11-14","18_24",5331859,3077095,2829,3590452,1138,3077095,2829,67.3,57.7,57.7
"E92000001","England","nation","2021-11-14","25_29",4505879,2617260,1858,2937307,895,2617260,1858,65.2,58.1,58.1
"E92000001","England","nation","2021-11-14","30_34",4816149,2957422,1531,3248397,784,2957422,1531,67.4,61.4,61.4
"E92000001","England","nation","2021-11-14","35_39",4577399,3043615,1078,3268166,508,3043615,1078,71.4,66.5,66.5
"E92000001","England","nation","2021-11-14","40_44",4203330,3054663,731,3219814,313,3054663,731,76.6,72.7,72.7
"E92000001","England","nation","2021-11-14","45_49",3990390,3143674,497,3268216,191,3143674,497,81.9,78.8,78.8
